study_id,code,name,cluster,distance_to_centroid,outlier_score,is_outlier,is_synthetic,price,delivery_hours,parameter_count,request_count,sample_type,analysis_method,requires_special_processing
541,ECN-CAT-INM-061,Evaluación de Anticuerpos anti-DNA,2,1.9909,0.65,False,True,710.0,2.5,22,0,serum,inmunoensayo,False
542,ECN-CAT-MIC-061,Evaluación de Antibiograma,2,3.4094,1.113,True,True,900.0,14.25,29,2,other,cultivo,True
543,ECN-CAT-COA-061,Evaluación de Antitrombina III,1,1.6847,0.617,False,True,370.0,1.25,6,0,plasma,coagulometria,False
544,ECN-CAT-END-061,Evaluación de Hormona luteinizante,1,1.7755,0.65,False,True,550.0,2.25,13,0,serum,inmunoensayo,False
545,ECN-CAT-URO-061,Evaluación de Fósforo en orina,2,1.9976,0.652,False,True,620.0,1.75,20,1,urine,tira reactiva,False
546,ECN-CAT-MOL-061,Evaluación de Chlamydia trachomatis,2,2.2869,0.746,False,True,1090.0,8.0,27,2,swab,pcr,True
547,ECN-CAT-QC-062,Evaluación de Gamma glutamil transferasa,1,1.9471,0.713,False,True,250.0,1.0,4,0,plasma,espectrofotometria,False
548,ECN-CAT-HEM-062,Evaluación de Neutrófilos,1,1.4616,0.535,False,True,520.0,2.25,11,1,blood,citometria,False
549,ECN-CAT-INM-062,Evaluación de Anticuerpos anticardiolipina,2,2.065,0.674,False,True,640.0,3.0,18,0,serum,elisa,False
550,ECN-CAT-MIC-062,Evaluación de Tinción de Gram,2,1.656,0.54,False,True,750.0,3.0,25,1,other,microscopia,True
551,ECN-CAT-COA-062,Evaluación de Proteína C funcional,1,1.6667,0.61,False,True,270.0,1.0,2,1,plasma,coagulometria,False
552,ECN-CAT-END-062,Evaluación de Hormona foliculoestimulante,1,1.5465,0.566,False,True,520.0,3.0,9,2,plasma,quimioluminiscencia,False
553,ECN-CAT-URO-062,Evaluación de Magnesio en orina,1,1.6434,0.602,False,True,550.0,2.25,16,1,urine,microscopia,False
554,ECN-CAT-MOL-062,Evaluación de Neisseria gonorrhoeae,2,2.2417,0.731,False,True,1040.0,7.75,23,0,swab,pcr,True
555,ECN-CAT-QC-063,Evaluación de Albúmina,2,2.0836,0.68,False,True,800.0,2.75,30,0,serum,colorimetria,True
556,ECN-CAT-HEM-063,Evaluación de Linfocitos,1,1.6278,0.596,False,True,300.0,1.75,7,2,blood,microscopia,False
557,ECN-CAT-INM-063,Evaluación de Procalcitonina,1,1.8695,0.685,False,True,570.0,3.25,14,0,serum,quimioluminiscencia,False
558,ECN-CAT-MIC-063,Evaluación de Baciloscopía,2,2.1166,0.691,False,True,650.0,2.75,21,0,other,microscopia,False
559,ECN-CAT-COA-063,Evaluación de Proteína S funcional,2,1.9761,0.645,False,True,840.0,2.75,28,0,plasma,coagulometria,True
560,ECN-CAT-END-063,Evaluación de Estradiol,1,1.7213,0.63,False,True,390.0,2.25,5,0,serum,elisa,False
561,ECN-CAT-URO-063,Evaluación de Urea en orina,1,1.7858,0.654,False,True,490.0,1.25,12,0,urine,colorimetria,False
562,ECN-CAT-MOL-063,Evaluación de Mycobacterium tuberculosis,2,1.91,0.623,False,True,940.0,7.25,19,2,other,pcr,True
563,ECN-CAT-QC-064,Evaluación de Proteínas totales,2,1.7435,0.569,False,True,690.0,2.25,26,1,plasma,enzimatico,True
564,ECN-CAT-HEM-064,Evaluación de Monocitos,1,2.1098,0.773,False,True,220.0,0.75,3,0,blood,impedancia,False
565,ECN-CAT-INM-064,Evaluación de Ferritina,1,1.273,0.466,False,True,460.0,2.0,10,1,serum,inmunoensayo,False
566,ECN-CAT-MIC-064,Evaluación de Búsqueda de hongos,1,1.9994,0.732,False,True,560.0,2.5,17,1,other,microscopia,True
567,ECN-CAT-COA-064,Evaluación de Anticoagulante lúpico,2,1.6171,0.528,False,True,740.0,2.5,24,1,plasma,coagulometria,False
568,ECN-CAT-END-064,Evaluación de Progesterona,1,2.0199,0.74,False,True,260.0,1.5,1,0,plasma,inmunoensayo,False
569,ECN-CAT-URO-064,Evaluación de Osmolalidad urinaria,1,1.459,0.534,False,True,380.0,1.0,8,1,urine,tira reactiva,False
570,ECN-CAT-MOL-064,Evaluación de Bordetella pertussis,2,2.1235,0.693,False,True,840.0,7.5,15,0,swab,pcr,True
571,ECN-CAT-QC-065,Evaluación de Calcio,2,2.1438,0.7,False,True,620.0,2.25,22,0,serum,espectrofotometria,False
572,ECN-CAT-HEM-065,Evaluación de Eosinófilos,2,1.7967,0.586,False,True,930.0,3.25,29,1,blood,citometria,True
573,ECN-CAT-INM-065,Evaluación de Troponina I,1,1.5374,0.563,False,True,400.0,2.25,6,2,serum,elisa,False
574,ECN-CAT-MIC-065,Evaluación de Coprológico,1,1.8007,0.659,False,True,460.0,2.0,13,0,stool,microscopia,False
575,ECN-CAT-COA-065,Evaluación de Resistencia a proteína C activada,2,2.0877,0.681,False,True,640.0,2.25,20,0,plasma,coagulometria,False
576,ECN-CAT-END-065,Evaluación de Testosterona total,2,1.6199,0.529,False,True,930.0,4.0,27,1,serum,quimioluminiscencia,True
577,ECN-CAT-URO-065,Evaluación de Depuración de creatinina,1,1.874,0.686,False,True,300.0,1.5,4,0,urine,microscopia,False
578,ECN-CAT-MOL-065,Evaluación de Parvovirus B19,2,2.3029,0.751,False,True,750.0,7.25,11,0,blood,pcr,True
579,ECN-CAT-QC-066,Evaluación de Fósforo,1,1.8833,0.69,False,True,550.0,1.75,18,2,plasma,colorimetria,False
580,ECN-CAT-HEM-066,Evaluación de Basófilos,2,1.6136,0.527,False,True,720.0,2.75,25,1,blood,microscopia,True
581,ECN-CAT-INM-066,Evaluación de Antígeno carcinoembrionario,1,1.8769,0.687,False,True,330.0,2.5,2,0,serum,quimioluminiscencia,False
582,ECN-CAT-MIC-066,Evaluación de Amiba en fresco,1,1.4296,0.524,False,True,360.0,1.75,9,1,stool,microscopia,False
583,ECN-CAT-COA-066,Evaluación de Agregación plaquetaria,1,1.6355,0.599,False,True,590.0,2.0,16,1,plasma,coagulometria,False
584,ECN-CAT-END-066,Evaluación de Testosterona libre,2,1.5025,0.49,False,True,800.0,3.25,23,1,plasma,elisa,False
585,ECN-CAT-URO-066,Evaluación de Sedimento urinario,2,1.8912,0.617,False,True,860.0,2.5,30,1,urine,colorimetria,True
586,ECN-CAT-MOL-066,Evaluación de Dengue por PCR,1,2.5128,0.92,False,True,680.0,5.75,7,0,blood,rt-pcr,True
587,ECN-CAT-QC-067,Evaluación de Magnesio,1,1.7602,0.645,False,True,450.0,1.5,14,0,serum,enzimatico,False
588,ECN-CAT-HEM-067,Evaluación de Velocidad de sedimentación,2,1.8711,0.611,False,True,640.0,2.0,21,1,blood,impedancia,False
589,ECN-CAT-INM-067,Evaluación de Alfafetoproteína,2,1.7562,0.573,False,True,830.0,3.25,28,2,serum,inmunoensayo,True
590,ECN-CAT-MIC-067,Evaluación de Sangre oculta en heces,1,1.7882,0.655,False,True,350.0,1.0,5,2,stool,inmunocromatografia,False
591,ECN-CAT-COA-067,Evaluación de Tiempo de sangrado,1,1.6619,0.609,False,True,490.0,2.0,12,0,plasma,coagulometria,False
592,ECN-CAT-END-067,Evaluación de Dehidroepiandrosterona,2,2.0567,0.671,False,True,680.0,2.5,19,0,serum,inmunoensayo,False
593,ECN-CAT-URO-067,Evaluación de Cetonas en orina,2,1.7678,0.577,False,True,740.0,2.25,26,1,urine,tira reactiva,True
594,ECN-CAT-MOL-067,Evaluación de Zika por PCR,1,2.4813,0.909,False,True,630.0,5.5,3,0,blood,rt-pcr,True
595,ECN-CAT-QC-068,Evaluación de Sodio,1,1.6778,0.615,False,True,380.0,1.5,10,0,plasma,espectrofotometria,False
596,ECN-CAT-HEM-068,Evaluación de Frotis de sangre periférica,2,1.892,0.617,False,True,640.0,2.5,17,1,blood,citometria,False
597,ECN-CAT-INM-068,Evaluación de CA 125,2,1.8571,0.606,False,True,760.0,3.5,24,0,serum,elisa,False
598,ECN-CAT-MIC-068,Evaluación de Rotavirus en heces,1,2.3871,0.874,False,True,250.0,0.75,1,0,stool,inmunocromatografia,True
599,ECN-CAT-COA-068,Evaluación de Tiempo de coagulación,1,1.2435,0.455,False,True,400.0,1.75,8,1,plasma,coagulometria,False
600,ECN-CAT-END-068,Evaluación de Aldosterona,1,1.7461,0.639,False,True,640.0,3.25,15,1,plasma,quimioluminiscencia,False
601,ECN-CAT-URO-068,Evaluación de Hemoglobina en orina,2,2.0353,0.664,False,True,720.0,2.5,22,0,urine,microscopia,False
602,ECN-CAT-MOL-068,Evaluación de Chikungunya por PCR,2,2.4631,0.804,False,True,1190.0,7.25,29,2,blood,rt-pcr,True
603,ECN-CAT-QC-069,Evaluación de Potasio,1,1.8549,0.679,False,True,260.0,1.0,6,0,serum,colorimetria,False
604,ECN-CAT-HEM-069,Evaluación de Conteo diferencial,1,1.3834,0.507,False,True,420.0,2.0,13,1,blood,microscopia,False
605,ECN-CAT-INM-069,Evaluación de CA 19-9,2,1.8732,0.611,False,True,740.0,3.75,20,0,serum,quimioluminiscencia,False
606,ECN-CAT-MIC-069,Evaluación de Adenovirus en heces,2,1.9158,0.625,False,True,820.0,2.5,27,2,stool,inmunocromatografia,True
607,ECN-CAT-COA-069,Evaluación de Productos de degradación de fibrina,1,1.481,0.542,False,True,300.0,1.5,4,1,plasma,coagulometria,False
608,ECN-CAT-END-069,Evaluación de Renina,1,1.706,0.625,False,True,510.0,2.5,11,0,serum,elisa,False
609,ECN-CAT-URO-069,Evaluación de Nitritos en orina,1,2.1578,0.79,False,True,610.0,1.75,18,0,urine,colorimetria,False
610,ECN-CAT-MOL-069,Evaluación de Panel respiratorio molecular,2,2.1896,0.714,False,True,1100.0,7.0,25,2,swab,rt-pcr,True
611,ECN-CAT-QC-070,Evaluación de Cloro,1,2.2571,0.827,False,True,150.0,0.5,2,0,plasma,enzimatico,False
612,ECN-CAT-HEM-070,Evaluación de Índice plaquetario,1,1.737,0.636,False,True,390.0,1.5,9,0,blood,impedancia,False
613,ECN-CAT-INM-070,Evaluación de CA 15-3,1,1.6589,0.608,False,True,590.0,2.25,16,1,serum,inmunoensayo,False
614,ECN-CAT-MIC-070,Evaluación de Helicobacter pylori,2,2.1208,0.692,False,True,720.0,2.25,23,0,stool,inmunocromatografia,False
615,ECN-CAT-COA-070,Evaluación de Factor de von Willebrand,2,2.0511,0.669,False,True,860.0,3.0,30,0,plasma,coagulometria,True
616,ECN-CAT-END-070,Evaluación de Paratohormona,1,1.49,0.546,False,True,430.0,1.75,7,2,plasma,inmunoensayo,False
617,ECN-CAT-URO-070,Evaluación de Leucocitos en orina,1,1.568,0.574,False,True,500.0,1.25,14,1,urine,tira reactiva,False
618,ECN-CAT-MOL-070,Evaluación de Panel gastrointestinal molecular,2,2.1431,0.699,False,True,1000.0,6.75,21,0,other,rt-pcr,True
619,ECN-CAT-QC-071,Evaluación de Hierro sérico,2,1.7407,0.568,False,True,740.0,2.5,28,1,serum,espectrofotometria,True
620,ECN-CAT-HEM-071,Evaluación de Morfología eritrocitaria,1,1.468,0.538,False,True,400.0,2.0,5,1,blood,citometria,False
621,ECN-CAT-INM-071,Evaluación de Antígeno prostático total,1,1.3955,0.511,False,True,520.0,2.5,12,1,serum,elisa,False
622,ECN-CAT-MIC-071,Evaluación de Clostridioides difficile,2,2.0168,0.658,False,True,620.0,2.0,19,1,stool,inmunocromatografia,False
623,ECN-CAT-COA-071,Evaluación de Mezcla de TTPa,2,1.5598,0.509,False,True,810.0,2.75,26,1,plasma,coagulometria,True
624,ECN-CAT-END-071,Evaluación de Calcitonina,1,1.4577,0.534,False,True,400.0,2.5,3,1,serum,quimioluminiscencia,False
625,ECN-CAT-URO-071,Evaluación de Cristales en orina,1,1.3365,0.489,False,True,430.0,1.75,10,1,urine,microscopia,False
626,ECN-CAT-MOL-071,Evaluación de Trombofilia hereditaria,2,1.8428,0.601,False,True,870.0,7.5,17,2,blood,pcr,True
627,ECN-CAT-QC-072,Evaluación de Amilasa,2,1.7749,0.579,False,True,680.0,2.0,24,1,plasma,colorimetria,False
628,ECN-CAT-HEM-072,Evaluación de Morfología leucocitaria,1,2.2003,0.806,False,True,180.0,1.5,1,0,blood,microscopia,False
629,ECN-CAT-INM-072,Evaluación de Antígeno prostático libre,1,1.6489,0.604,False,True,450.0,2.75,8,0,serum,quimioluminiscencia,False
630,ECN-CAT-MIC-072,Evaluación de Estreptococo del grupo A,1,2.1149,0.775,False,True,570.0,1.5,15,2,swab,inmunocromatografia,True
631,ECN-CAT-COA-072,Evaluación de Mezcla de TP,2,1.9533,0.637,False,True,720.0,2.5,22,0,plasma,coagulometria,False
632,ECN-CAT-END-072,Evaluación de Péptido C,2,2.0208,0.659,False,True,930.0,3.75,29,0,plasma,elisa,True
633,ECN-CAT-URO-072,Evaluación de Cilindros urinarios,1,1.8238,0.668,False,True,320.0,1.25,6,0,urine,colorimetria,False
634,ECN-CAT-MOL-072,Evaluación de Mutación JAK2,2,2.1724,0.709,False,True,820.0,7.25,13,0,blood,pcr,True
635,ECN-CAT-QC-073,Evaluación de Lipasa,1,2.1791,0.798,False,True,570.0,1.75,20,0,serum,enzimatico,False
636,ECN-CAT-HEM-073,Evaluación de Morfología plaquetaria,2,1.8032,0.588,False,True,760.0,2.75,27,2,blood,impedancia,True
637,ECN-CAT-INM-073,Evaluación de Serología para dengue,1,1.5248,0.558,False,True,290.0,1.5,4,1,serum,inmunoensayo,False
638,ECN-CAT-MIC-073,Evaluación de Salmonella,2,3.4987,1.142,True,True,540.0,12.75,11,0,stool,cultivo,False
639,ECN-CAT-COA-073,Evaluación de Factor V,1,1.818,0.666,False,True,620.0,2.25,18,1,plasma,coagulometria,False
640,ECN-CAT-END-073,Evaluación de 17-hidroxiprogesterona,2,1.5694,0.512,False,True,800.0,2.75,25,1,serum,inmunoensayo,True
641,ECN-CAT-URO-073,Evaluación de Urobilinógeno en orina,1,1.8266,0.669,False,True,260.0,0.75,2,1,urine,tira reactiva,False
642,ECN-CAT-MOL-073,Evaluación de BCR-ABL cuantitativo,2,2.4184,0.789,False,True,720.0,6.75,9,0,blood,pcr,True
643,ECN-CAT-QC-074,Evaluación de Lactato deshidrogenasa,1,1.8693,0.685,False,True,500.0,1.75,16,0,plasma,espectrofotometria,False
644,ECN-CAT-HEM-074,Evaluación de Hemoparásitos,2,1.5704,0.512,False,True,760.0,3.25,23,1,blood,citometria,False
645,ECN-CAT-INM-074,Evaluación de Serología para rubéola,2,2.089,0.682,False,True,940.0,3.75,30,0,serum,elisa,True
646,ECN-CAT-MIC-074,Evaluación de Shigella,1,3.6455,1.335,True,True,440.0,12.5,7,0,stool,cultivo,False
647,ECN-CAT-COA-074,Evaluación de Factor VII,1,1.6049,0.588,False,True,520.0,2.0,14,2,plasma,coagulometria,False
648,ECN-CAT-END-074,Evaluación de Hormona antimülleriana,2,1.8589,0.607,False,True,760.0,3.5,21,0,plasma,quimioluminiscencia,False
649,ECN-CAT-URO-074,Evaluación de Bilirrubina en orina,2,2.0111,0.656,False,True,840.0,3.25,28,0,urine,microscopia,True
650,ECN-CAT-MOL-074,Evaluación de HLA-B27,1,2.3416,0.858,False,True,630.0,6.5,5,1,blood,pcr,True
651,ECN-CAT-QC-075,Evaluación de Hemoglobina glucosilada,1,1.7582,0.644,False,True,380.0,1.25,12,0,blood,colorimetria,False
652,ECN-CAT-HEM-075,Evaluación de Prueba de falciformación,1,2.1664,0.793,False,True,600.0,2.5,19,0,blood,microscopia,False
653,ECN-CAT-INM-075,Evaluación de Serología para toxoplasma,2,1.648,0.538,False,True,870.0,4.0,26,2,serum,quimioluminiscencia,True
654,ECN-CAT-MIC-075,Evaluación de Candida albicans,1,3.5791,1.311,True,True,340.0,12.5,3,1,swab,cultivo,False
655,ECN-CAT-COA-075,Evaluación de Factor X,1,1.6101,0.59,False,True,420.0,1.75,10,0,plasma,coagulometria,False
656,ECN-CAT-END-075,Evaluación de Somatomedina C,2,1.7633,0.575,False,True,680.0,2.75,17,1,serum,elisa,False
657,ECN-CAT-URO-075,Evaluación de Relación albúmina creatinina,2,1.7556,0.573,False,True,740.0,2.25,24,1,urine,colorimetria,False
658,ECN-CAT-MOL-075,Evaluación de Carga viral cuantitativa,1,2.3899,0.875,False,True,530.0,6.25,1,2,plasma,pcr,True
659,ECN-CAT-QC-076,Control de Glucosa,1,1.8182,0.666,False,True,270.0,1.0,8,0,plasma,enzimatico,False
660,ECN-CAT-HEM-076,Control de Biometría hemática,1,1.5974,0.585,False,True,520.0,1.75,15,1,blood,impedancia,False
661,ECN-CAT-INM-076,Control de Proteína C reactiva,2,1.9627,0.64,False,True,710.0,2.75,22,0,serum,inmunoensayo,False
662,ECN-CAT-MIC-076,Control de Urocultivo,2,3.3222,1.084,True,True,900.0,14.25,29,1,urine,cultivo,True
663,ECN-CAT-COA-076,Control de Tiempo de protrombina,1,1.3169,0.482,False,True,370.0,1.5,6,1,plasma,coagulometria,False
664,ECN-CAT-END-076,Control de Hormona estimulante de tiroides,1,1.644,0.602,False,True,560.0,2.0,13,2,plasma,inmunoensayo,False
665,ECN-CAT-URO-076,Control de Examen general de orina,2,2.2424,0.732,False,True,620.0,2.0,20,0,urine,tira reactiva,False
666,ECN-CAT-MOL-076,Control de Detección molecular de SARS-CoV-2,2,2.4429,0.797,False,True,1120.0,7.0,27,0,swab,rt-pcr,True
667,ECN-CAT-QC-077,Control de Urea,1,1.6568,0.607,False,True,260.0,0.75,4,1,serum,espectrofotometria,False
668,ECN-CAT-HEM-077,Control de Hemoglobina,1,1.7885,0.655,False,True,520.0,2.25,11,0,blood,citometria,False
669,ECN-CAT-INM-077,Control de Factor reumatoide,2,2.089,0.682,False,True,640.0,2.75,18,0,serum,elisa,False
670,ECN-CAT-MIC-077,Control de Coprocultivo,2,3.1629,1.032,True,True,800.0,14.0,25,1,stool,cultivo,True
671,ECN-CAT-COA-077,Control de Tiempo de tromboplastina parcial,1,1.9315,0.707,False,True,280.0,1.25,2,0,plasma,coagulometria,False
672,ECN-CAT-END-077,Control de Tiroxina libre,1,1.6933,0.62,False,True,520.0,2.75,9,0,serum,quimioluminiscencia,False
673,ECN-CAT-URO-077,Control de Microalbúmina en orina,1,1.8108,0.663,False,True,550.0,2.5,16,2,urine,microscopia,False
674,ECN-CAT-MOL-077,Control de Virus de influenza A,2,2.0692,0.675,False,True,1070.0,6.75,23,2,swab,rt-pcr,True
675,ECN-CAT-QC-078,Control de Creatinina,2,1.7671,0.577,False,True,800.0,2.75,30,1,plasma,colorimetria,True
676,ECN-CAT-HEM-078,Control de Hematocrito,1,1.4413,0.528,False,True,300.0,1.75,7,1,blood,microscopia,False
677,ECN-CAT-INM-078,Control de Antiestreptolisinas O,1,1.5461,0.566,False,True,570.0,3.0,14,1,serum,quimioluminiscencia,False
678,ECN-CAT-MIC-078,Control de Exudado faríngeo,2,3.0844,1.006,True,True,760.0,13.75,21,1,swab,cultivo,False
679,ECN-CAT-COA-078,Control de Tiempo de trombina,2,1.9761,0.645,False,True,840.0,2.75,28,0,plasma,coagulometria,True
680,ECN-CAT-END-078,Control de Tiroxina total,1,1.7185,0.629,False,True,390.0,2.0,5,0,plasma,elisa,False
681,ECN-CAT-URO-078,Control de Proteínas en orina,1,1.6301,0.597,False,True,490.0,1.5,12,2,urine,colorimetria,False
682,ECN-CAT-MOL-078,Control de Virus de influenza B,2,2.0715,0.676,False,True,980.0,6.5,19,0,swab,rt-pcr,True
683,ECN-CAT-QC-079,Control de Ácido úrico,2,2.0334,0.664,False,True,690.0,2.5,26,0,serum,enzimatico,True
684,ECN-CAT-HEM-079,Control de Eritrocitos,1,1.9738,0.723,False,True,220.0,1.0,3,2,blood,impedancia,False
685,ECN-CAT-INM-079,Control de Inmunoglobulina A,1,1.6483,0.604,False,True,470.0,1.75,10,0,serum,inmunoensayo,False
686,ECN-CAT-MIC-079,Control de Exudado nasal,2,3.3122,1.081,True,True,660.0,13.5,17,0,swab,cultivo,False
687,ECN-CAT-COA-079,Control de Fibrinógeno,2,1.6171,0.528,False,True,740.0,2.5,24,1,plasma,coagulometria,False
688,ECN-CAT-END-079,Control de Triyodotironina libre,1,2.0339,0.745,False,True,260.0,1.25,1,0,serum,inmunoensayo,False
689,ECN-CAT-URO-079,Control de Glucosa en orina,1,1.7864,0.654,False,True,380.0,1.0,8,0,urine,tira reactiva,False
690,ECN-CAT-MOL-079,Control de Virus del papiloma humano,2,1.9181,0.626,False,True,850.0,7.25,15,2,swab,pcr,True
691,ECN-CAT-QC-080,Control de Colesterol total,2,1.9563,0.638,False,True,620.0,2.25,22,2,plasma,espectrofotometria,False
692,ECN-CAT-HEM-080,Control de Leucocitos,2,1.7907,0.584,False,True,940.0,3.5,29,1,blood,citometria,True
693,ECN-CAT-INM-080,Control de Inmunoglobulina G,1,1.3406,0.491,False,True,400.0,2.0,6,1,serum,elisa,False
694,ECN-CAT-MIC-080,Control de Exudado vaginal,2,3.2742,1.068,True,True,560.0,13.25,13,1,swab,cultivo,True
695,ECN-CAT-COA-080,Control de Dímero D,2,1.7814,0.581,False,True,640.0,2.25,20,1,plasma,coagulometria,False
696,ECN-CAT-END-080,Control de Triyodotironina total,2,1.9468,0.635,False,True,940.0,4.25,27,0,plasma,quimioluminiscencia,True
697,ECN-CAT-URO-080,Control de Creatinina en orina,1,1.5505,0.568,False,True,310.0,1.5,4,1,urine,microscopia,False
698,ECN-CAT-MOL-080,Control de Virus de hepatitis B,2,1.9814,0.647,False,True,750.0,7.0,11,1,plasma,pcr,True
699,ECN-CAT-QC-081,Control de Triglicéridos,1,1.9677,0.721,False,True,510.0,2.0,18,0,serum,colorimetria,False
700,ECN-CAT-HEM-081,Control de Plaquetas,2,1.5824,0.516,False,True,720.0,3.0,25,1,blood,microscopia,True
701,ECN-CAT-INM-081,Control de Inmunoglobulina M,1,1.7395,0.637,False,True,330.0,2.25,2,2,serum,quimioluminiscencia,False
702,ECN-CAT-MIC-081,Control de Exudado uretral,2,3.7413,1.221,True,True,460.0,13.0,9,0,swab,cultivo,False
703,ECN-CAT-COA-081,Control de INR,1,1.9502,0.714,False,True,600.0,2.0,16,0,plasma,coagulometria,False
704,ECN-CAT-END-081,Control de Insulina,2,1.6338,0.533,False,True,810.0,3.5,23,2,serum,elisa,False
705,ECN-CAT-URO-081,Control de Calcio en orina,2,2.1822,0.712,False,True,860.0,2.5,30,0,urine,colorimetria,True
706,ECN-CAT-MOL-081,Control de Virus de hepatitis C,1,2.5161,0.922,False,True,650.0,6.5,7,0,plasma,pcr,True
707,ECN-CAT-QC-082,Control de Bilirrubina total,1,1.7558,0.643,False,True,450.0,1.5,14,0,plasma,enzimatico,False
708,ECN-CAT-HEM-082,Control de Reticulocitos,2,1.8711,0.611,False,True,640.0,2.0,21,1,blood,impedancia,False
709,ECN-CAT-INM-082,Control de Inmunoglobulina E,2,1.9768,0.645,False,True,830.0,3.0,28,0,serum,inmunoensayo,True
710,ECN-CAT-MIC-082,Control de Hemocultivo,1,3.9369,1.442,True,True,360.0,12.75,5,3,blood,cultivo,False
711,ECN-CAT-COA-082,Control de Actividad de factor VIII,1,1.3208,0.484,False,True,500.0,1.75,12,1,plasma,coagulometria,False
712,ECN-CAT-END-082,Control de Cortisol,2,1.7029,0.556,False,True,680.0,2.75,19,1,plasma,inmunoensayo,False
713,ECN-CAT-URO-082,Control de Ácido úrico en orina,2,2.0718,0.676,False,True,750.0,2.25,26,0,urine,tira reactiva,True
714,ECN-CAT-MOL-082,Control de Virus de Epstein-Barr,1,2.4324,0.891,False,True,600.0,6.25,3,2,blood,pcr,True
715,ECN-CAT-QC-083,Control de Bilirrubina directa,1,1.3296,0.487,False,True,380.0,1.5,10,1,serum,espectrofotometria,False
716,ECN-CAT-HEM-083,Control de Volumen corpuscular medio,1,2.1721,0.796,False,True,640.0,2.5,17,0,blood,citometria,False
717,ECN-CAT-INM-083,Control de Complemento C3,2,1.8571,0.606,False,True,760.0,3.5,24,0,serum,elisa,False
718,ECN-CAT-MIC-083,Control de Cultivo de esputo,1,3.6585,1.34,True,True,320.0,12.25,1,2,other,cultivo,False
719,ECN-CAT-COA-083,Control de Actividad de factor IX,1,1.6243,0.595,False,True,400.0,1.5,8,0,plasma,coagulometria,False
720,ECN-CAT-END-083,Control de Hormona adrenocorticotropa,1,2.0315,0.744,False,True,640.0,3.25,15,0,serum,quimioluminiscencia,False
721,ECN-CAT-URO-083,Control de Sodio en orina,2,1.8658,0.609,False,True,670.0,2.75,22,2,urine,microscopia,False
722,ECN-CAT-MOL-083,Control de Citomegalovirus,2,2.6563,0.867,False,True,1170.0,8.0,29,0,blood,pcr,True
723,ECN-CAT-QC-084,Control de Alanina aminotransferasa,1,1.8507,0.678,False,True,260.0,1.0,6,0,plasma,colorimetria,False
724,ECN-CAT-HEM-084,Control de Hemoglobina corpuscular media,1,1.3834,0.507,False,True,420.0,2.0,13,1,blood,microscopia,False
725,ECN-CAT-INM-084,Control de Complemento C4,2,1.5183,0.495,False,True,750.0,3.75,20,1,serum,quimioluminiscencia,False
726,ECN-CAT-MIC-084,Control de Cultivo de heridas,2,3.3681,1.099,True,True,880.0,14.0,27,0,swab,cultivo,True
727,ECN-CAT-COA-084,Control de Actividad de factor XI,1,1.6754,0.614,False,True,300.0,1.25,4,2,plasma,coagulometria,False
728,ECN-CAT-END-084,Control de Hormona de crecimiento,1,1.5506,0.568,False,True,510.0,2.5,11,2,plasma,elisa,False
729,ECN-CAT-URO-084,Control de Potasio en orina,1,1.9149,0.701,False,True,620.0,1.75,18,1,urine,colorimetria,False
730,ECN-CAT-MOL-084,Control de Virus herpes simple 1,2,2.056,0.671,False,True,1070.0,7.75,25,1,swab,pcr,True
731,ECN-CAT-QC-085,Control de Aspartato aminotransferasa,1,2.1313,0.781,False,True,150.0,0.75,2,2,serum,enzimatico,False
732,ECN-CAT-HEM-085,Control de Concentración media de hemoglobina,1,1.5992,0.586,False,True,400.0,1.25,9,2,blood,impedancia,False
733,ECN-CAT-INM-085,Control de Anticuerpos antinucleares,1,1.9547,0.716,False,True,590.0,2.5,16,0,serum,inmunoensayo,False
734,ECN-CAT-MIC-085,Control de Cultivo de secreciones,2,3.0781,1.004,True,True,780.0,13.75,23,1,swab,cultivo,False
735,ECN-CAT-COA-085,Control de Actividad de factor XII,2,2.0752,0.677,False,True,860.0,2.75,30,0,plasma,coagulometria,True
736,ECN-CAT-END-085,Control de Prolactina,1,1.6524,0.605,False,True,440.0,1.75,7,0,serum,inmunoensayo,False
737,ECN-CAT-URO-085,Control de Cloro en orina,1,1.5547,0.569,False,True,500.0,1.5,14,1,urine,tira reactiva,False
738,ECN-CAT-MOL-085,Control de Virus herpes simple 2,2,2.4139,0.788,False,True,970.0,7.75,21,3,swab,pcr,True
739,ECN-CAT-QC-086,Control de Fosfatasa alcalina,2,2.013,0.657,False,True,750.0,2.75,28,0,plasma,espectrofotometria,True
740,ECN-CAT-HEM-086,Control de Ancho de distribución eritrocitaria,1,1.7986,0.659,False,True,400.0,1.75,5,0,blood,citometria,False
741,ECN-CAT-INM-086,Control de Anticuerpos anti-DNA,1,1.4019,0.513,False,True,520.0,2.75,12,1,serum,elisa,False
742,ECN-CAT-MIC-086,Control de Antibiograma,2,3.1073,1.014,True,True,680.0,13.5,19,1,other,cultivo,False
743,ECN-CAT-COA-086,Control de Antitrombina III,2,1.9335,0.631,False,True,820.0,2.5,26,0,plasma,coagulometria,True
744,ECN-CAT-END-086,Control de Hormona luteinizante,1,1.4524,0.532,False,True,400.0,2.5,3,1,plasma,quimioluminiscencia,False
745,ECN-CAT-URO-086,Control de Fósforo en orina,1,1.6879,0.618,False,True,430.0,1.75,10,0,urine,microscopia,False
