order_id,source_folio,is_synthetic,source_created_at,source_updated_at,promised_lead_hours,registration_hour,registration_weekday,item_count,total_quantity,distinct_study_count,package_component_count,subtotal_amount,courtesy_percent,discount_amount,total_amount,branch_name,dominant_price_type,outcome
1318,ECO-ML-000792,true,2025-12-25T04:38:46+00:00,2025-12-28T01:38:46+00:00,64.0,4.6333,4,5,5,5,0,2929.0,0.0,0.0,2929.0,sucursal centro,special,delayed
1319,ECO-ML-000793,true,2025-12-25T09:12:56+00:00,2025-12-27T03:12:56+00:00,47.0,9.2,4,3,3,3,1,2383.5,5.0,119.17,2264.33,sucursal centro,special,completed_on_time
1320,ECO-ML-000794,true,2025-12-25T13:10:06+00:00,2025-12-25T20:10:06+00:00,10.0,13.1667,4,6,6,6,0,3797.0,15.0,569.55,3227.45,matriz,normal,cancelled
1321,ECO-ML-000795,true,2025-12-25T17:44:15+00:00,2025-12-27T16:44:15+00:00,48.0,17.7333,4,2,2,2,0,1790.0,20.0,358.0,1432.0,sucursal sur,other,completed_on_time
621,ECO-ML-000095,true,2025-12-25T20:25:00+00:00,2025-12-25T22:25:00+00:00,13.0,14.416666666666666,4,6,6,6,0,3422.5,15.0,513.38,2909.12,sucursal sur,dif,cancelled
861,ECO-ML-000335,true,2025-12-25T20:25:00+00:00,2025-12-25T22:25:00+00:00,53.0,14.416666666666666,4,6,6,6,0,3538.0,15.0,530.7,3007.3,sucursal sur,dif,cancelled
1322,ECO-ML-000796,true,2025-12-25T22:18:25+00:00,2025-12-27T19:18:25+00:00,36.0,22.3,4,4,4,4,0,2827.0,0.0,0.0,2827.0,matriz - centro,dif,delayed
1323,ECO-ML-000797,true,2025-12-26T02:15:34+00:00,2025-12-26T13:15:34+00:00,14.0,2.25,5,1,1,1,0,1060.0,0.0,0.0,1060.0,matriz - centro,dif,completed_on_time
1324,ECO-ML-000798,true,2025-12-26T06:49:44+00:00,2025-12-28T10:49:44+00:00,56.0,6.8167,5,1,1,1,0,570.0,0.0,0.0,570.0,sucursal centro,special,completed_on_time
1325,ECO-ML-000799,true,2025-12-26T11:23:54+00:00,2025-12-27T22:23:54+00:00,23.0,11.3833,5,2,2,2,0,1187.0,20.0,237.4,949.6,sucursal sur,other,delayed
1326,ECO-ML-000800,true,2025-12-26T15:58:03+00:00,2025-12-29T09:58:03+00:00,72.0,15.9667,5,6,6,6,0,3545.5,15.0,531.83,3013.67,sucursal sur,other,completed_on_time
1327,ECO-ML-000801,true,2025-12-26T19:55:13+00:00,2025-12-29T07:55:13+00:00,61.0,19.9167,5,4,4,4,0,2454.5,5.0,122.72,2331.78,matriz,normal,completed_on_time
758,ECO-ML-000232,true,2025-12-26T21:32:00+00:00,2025-12-26T23:32:00+00:00,25.0,15.533333333333331,5,5,5,5,0,2769.0,0.0,0.0,2769.0,sucursal norte,dif,cancelled
998,ECO-ML-000472,true,2025-12-26T21:32:00+00:00,2025-12-29T14:37:00+00:00,65.0,15.533333333333331,5,5,5,5,0,3052.0,0.0,0.0,3052.0,sucursal centro,dif,completed_on_time
1328,ECO-ML-000802,true,2025-12-27T00:29:23+00:00,2025-12-28T19:29:23+00:00,28.0,0.4833,6,6,6,6,0,3016.0,10.0,301.6,2714.4,sucursal centro,special,delayed
1329,ECO-ML-000803,true,2025-12-27T05:03:32+00:00,2025-12-28T18:03:32+00:00,40.0,5.05,6,5,5,5,0,3057.0,15.0,458.55,2598.45,sucursal centro,special,completed_on_time
1330,ECO-ML-000804,true,2025-12-27T09:00:42+00:00,2025-12-28T02:00:42+00:00,48.0,9.0,6,5,5,5,0,2718.0,10.0,271.8,2446.2,matriz,normal,cancelled
1331,ECO-ML-000805,true,2025-12-27T13:34:52+00:00,2025-12-29T13:34:52+00:00,53.0,13.5667,6,3,3,3,0,2189.0,0.0,0.0,2189.0,sucursal sur,other,completed_on_time
1332,ECO-ML-000806,true,2025-12-27T18:09:01+00:00,2025-12-31T13:09:01+00:00,72.0,18.15,6,6,6,6,0,3497.0,10.0,349.7,3147.3,matriz - centro,dif,delayed
655,ECO-ML-000129,true,2025-12-27T22:39:00+00:00,2025-12-30T12:11:00+00:00,62.0,16.65,6,4,4,4,0,3107.0,5.0,155.35,2951.65,sucursal centro,dif,completed_on_time
895,ECO-ML-000369,true,2025-12-27T22:39:00+00:00,2025-12-29T10:10:00+00:00,37.0,16.65,6,4,4,4,0,1547.0,5.0,77.35,1469.65,matriz - centro,dif,completed_on_time
1333,ECO-ML-000807,true,2025-12-27T22:43:11+00:00,2025-12-28T16:43:11+00:00,19.0,22.7167,6,2,2,2,0,812.0,10.0,81.2,730.8,matriz - centro,dif,completed_on_time
1334,ECO-ML-000808,true,2025-12-28T02:40:21+00:00,2025-12-30T13:40:21+00:00,61.0,2.6667,0,2,2,2,0,749.0,15.0,112.35,636.65,sucursal centro,special,completed_on_time
1335,ECO-ML-000809,true,2025-12-28T07:14:30+00:00,2025-12-30T03:14:30+00:00,40.0,7.2333,0,5,6,4,0,3314.5,10.0,331.45,2983.05,sucursal sur,other,delayed
1336,ECO-ML-000810,true,2025-12-28T11:48:40+00:00,2025-12-29T23:48:40+00:00,40.0,11.8,0,2,2,2,0,990.0,5.0,49.5,940.5,sucursal sur,other,completed_on_time
1337,ECO-ML-000811,true,2025-12-28T15:45:50+00:00,2025-12-29T15:45:50+00:00,29.0,15.75,0,1,1,1,0,248.0,15.0,37.2,210.8,matriz,normal,completed_on_time
1338,ECO-ML-000812,true,2025-12-28T20:19:59+00:00,2025-12-30T18:19:59+00:00,39.0,20.3167,0,2,2,2,0,1010.0,0.0,0.0,1010.0,sucursal centro,special,delayed
552,ECO-ML-000026,true,2025-12-28T23:46:00+00:00,2025-12-30T14:44:00+00:00,34.0,17.766666666666666,0,3,3,3,0,1604.0,10.0,160.4,1443.6,matriz - centro,dif,delayed
792,ECO-ML-000266,true,2025-12-28T23:46:00+00:00,2025-12-29T14:24:00+00:00,9.0,17.766666666666666,0,3,3,3,0,1420.0,10.0,142.0,1278.0,matriz,dif,delayed
1339,ECO-ML-000813,true,2025-12-29T00:54:09+00:00,2025-12-29T07:54:09+00:00,8.0,0.9,1,1,1,1,0,834.0,5.0,41.7,792.3,sucursal centro,special,completed_on_time
1340,ECO-ML-000814,true,2025-12-29T04:51:18+00:00,2025-12-30T07:51:18+00:00,21.0,4.85,1,4,4,4,0,2140.5,20.0,428.1,1712.4,matriz,normal,cancelled
1341,ECO-ML-000815,true,2025-12-29T09:25:28+00:00,2026-01-01T08:25:28+00:00,74.0,9.4167,1,6,6,6,0,3561.5,20.0,712.3,2849.2,sucursal sur,other,completed_on_time
1342,ECO-ML-000816,true,2025-12-29T13:59:38+00:00,2026-01-01T22:59:38+00:00,70.0,13.9833,1,6,6,6,0,4255.5,10.0,425.55,3829.95,matriz - centro,dif,delayed
1343,ECO-ML-000817,true,2025-12-29T18:33:47+00:00,2025-12-31T20:33:47+00:00,55.0,18.55,1,5,5,5,0,2609.0,0.0,0.0,2609.0,matriz - centro,dif,completed_on_time
1344,ECO-ML-000818,true,2025-12-29T22:30:57+00:00,2026-01-01T10:30:57+00:00,66.0,22.5,1,3,3,3,0,1315.0,10.0,131.5,1183.5,sucursal centro,special,completed_on_time
689,ECO-ML-000163,true,2025-12-30T00:53:00+00:00,2025-12-31T19:57:00+00:00,46.0,18.883333333333333,1,2,2,2,0,1160.0,15.0,174.0,986.0,sucursal sur,dif,completed_on_time
929,ECO-ML-000403,true,2025-12-30T00:53:00+00:00,2025-12-30T19:37:00+00:00,21.0,18.883333333333333,1,2,2,2,0,1074.0,15.0,161.1,912.9,sucursal sur,dif,completed_on_time
1345,ECO-ML-000819,true,2025-12-30T03:05:07+00:00,2026-01-01T17:05:07+00:00,48.0,3.0833,2,6,6,6,0,4054.0,20.0,810.8,3243.2,sucursal sur,other,delayed
1346,ECO-ML-000820,true,2025-12-30T07:39:16+00:00,2026-01-01T02:39:16+00:00,45.0,7.65,2,3,3,3,0,1273.0,20.0,254.6,1018.4,sucursal sur,other,completed_on_time
1347,ECO-ML-000821,true,2025-12-30T11:36:26+00:00,2025-12-31T18:36:26+00:00,34.0,11.6,2,1,1,1,0,1210.0,10.0,121.0,1089.0,matriz,normal,completed_on_time
586,ECO-ML-000060,true,2025-12-30T13:00:00+00:00,2025-12-31T02:30:00+00:00,18.0,7.0,2,1,1,1,0,232.0,0.0,0.0,232.0,sucursal sur,dif,completed_on_time
826,ECO-ML-000300,true,2025-12-30T13:00:00+00:00,2026-01-01T19:10:00+00:00,58.0,7.0,2,1,1,1,0,728.0,0.0,0.0,728.0,sucursal sur,dif,completed_on_time
1348,ECO-ML-000822,true,2025-12-30T16:10:36+00:00,2026-01-01T08:10:36+00:00,23.0,16.1667,2,6,6,6,0,3472.5,5.0,173.62,3298.88,sucursal centro,special,delayed
1349,ECO-ML-000823,true,2025-12-30T20:44:45+00:00,2025-12-31T01:44:45+00:00,10.0,20.7333,2,1,1,1,0,747.0,5.0,37.35,709.65,sucursal centro,special,completed_on_time
1350,ECO-ML-000824,true,2025-12-31T00:41:55+00:00,2026-01-01T13:41:55+00:00,15.0,0.6833,3,6,6,6,0,3681.5,15.0,552.23,3129.27,matriz,normal,cancelled
1351,ECO-ML-000825,true,2025-12-31T05:16:05+00:00,2026-01-02T10:16:05+00:00,54.0,5.2667,3,1,1,1,0,396.0,0.0,0.0,396.0,sucursal sur,other,completed_on_time
1352,ECO-ML-000826,true,2025-12-31T09:50:14+00:00,2026-01-01T20:50:14+00:00,32.0,9.8333,3,4,4,4,0,2002.5,10.0,200.25,1802.25,matriz - centro,dif,delayed
723,ECO-ML-000197,true,2025-12-31T14:07:00+00:00,2026-01-02T03:43:00+00:00,30.0,8.116666666666665,3,6,6,6,0,3456.5,5.0,172.83,3283.67,sucursal norte,special,delayed
963,ECO-ML-000437,true,2025-12-31T14:07:00+00:00,2026-01-03T20:23:00+00:00,70.0,8.116666666666665,3,6,6,6,0,3290.0,5.0,164.5,3125.5,sucursal centro,special,delayed
1353,ECO-ML-000827,true,2025-12-31T14:24:24+00:00,2026-01-01T10:24:24+00:00,23.0,14.4,3,1,1,1,0,675.0,5.0,33.75,641.25,matriz - centro,dif,completed_on_time
1354,ECO-ML-000828,true,2025-12-31T18:21:33+00:00,2026-01-03T01:21:33+00:00,59.0,18.35,3,5,5,5,0,2780.5,20.0,556.1,2224.4,sucursal centro,special,completed_on_time
1355,ECO-ML-000829,true,2025-12-31T22:55:43+00:00,2026-01-03T00:55:43+00:00,44.0,22.9167,3,2,3,1,0,1566.0,15.0,234.9,1331.1,sucursal sur,other,delayed
1356,ECO-ML-000830,true,2026-01-01T03:29:53+00:00,2026-01-04T00:29:53+00:00,75.0,3.4833,4,4,4,4,0,2146.0,15.0,321.9,1824.1,sucursal sur,other,completed_on_time
1357,ECO-ML-000831,true,2026-01-01T07:27:02+00:00,2026-01-03T00:27:02+00:00,42.0,7.45,4,3,3,3,0,2220.5,20.0,444.1,1776.4,matriz,normal,completed_on_time
1358,ECO-ML-000832,true,2026-01-01T12:01:12+00:00,2026-01-03T00:01:12+00:00,27.0,12.0167,4,1,1,1,0,735.0,0.0,0.0,735.0,sucursal centro,special,delayed
620,ECO-ML-000094,true,2026-01-01T15:14:00+00:00,2026-01-04T04:57:00+00:00,67.0,9.23333333333333,4,5,5,5,0,3210.5,10.0,321.05,2889.45,sucursal centro,dif,completed_on_time
860,ECO-ML-000334,true,2026-01-01T15:14:00+00:00,2026-01-04T09:56:00+00:00,42.0,9.23333333333333,4,5,5,5,0,3396.5,10.0,339.65,3056.85,matriz - centro,dif,delayed
1359,ECO-ML-000833,true,2026-01-01T16:35:22+00:00,2026-01-03T08:35:22+00:00,43.0,16.5833,4,3,3,3,0,2063.5,0.0,0.0,2063.5,sucursal centro,special,completed_on_time
1360,ECO-ML-000834,true,2026-01-01T20:32:31+00:00,2026-01-03T19:32:31+00:00,24.0,20.5333,4,6,6,6,0,3338.0,15.0,500.7,2837.3,matriz,normal,cancelled
1361,ECO-ML-000835,true,2026-01-02T01:06:41+00:00,2026-01-02T18:06:41+00:00,22.0,1.1,5,3,3,3,0,1349.5,5.0,67.47,1282.03,sucursal sur,other,completed_on_time
1362,ECO-ML-000836,true,2026-01-02T05:40:51+00:00,2026-01-05T11:40:51+00:00,65.0,5.6667,5,5,5,5,0,2745.5,5.0,137.28,2608.22,matriz - centro,dif,delayed
1363,ECO-ML-000837,true,2026-01-02T10:15:00+00:00,2026-01-04T14:15:00+00:00,53.0,10.25,5,2,2,2,0,1312.5,0.0,0.0,1312.5,matriz - centro,dif,completed_on_time
1364,ECO-ML-000838,true,2026-01-02T14:12:10+00:00,2026-01-03T15:12:10+00:00,27.0,14.2,5,1,1,1,0,885.5,10.0,88.55,796.95,sucursal centro,special,completed_on_time
757,ECO-ML-000231,true,2026-01-02T16:21:00+00:00,2026-01-02T18:21:00+00:00,14.0,10.35,5,4,4,4,0,2209.0,15.0,331.35,1877.65,matriz,dif,cancelled
997,ECO-ML-000471,true,2026-01-02T16:21:00+00:00,2026-01-04T15:09:00+00:00,54.0,10.35,5,4,4,4,0,2425.0,15.0,363.75,2061.25,sucursal sur,dif,completed_on_time
1365,ECO-ML-000839,true,2026-01-02T18:46:20+00:00,2026-01-05T10:46:20+00:00,48.0,18.7667,5,4,4,4,0,3001.0,20.0,600.2,2400.8,sucursal sur,other,delayed
1366,ECO-ML-000840,true,2026-01-02T23:20:29+00:00,2026-01-05T18:20:29+00:00,71.0,23.3333,5,1,1,1,0,722.5,20.0,144.5,578.0,sucursal sur,other,completed_on_time
1367,ECO-ML-000841,true,2026-01-03T03:17:39+00:00,2026-01-04T21:17:39+00:00,47.0,3.2833,6,4,4,4,0,3754.0,0.0,0.0,3754.0,matriz,normal,completed_on_time
1368,ECO-ML-000842,true,2026-01-03T07:51:48+00:00,2026-01-05T01:51:48+00:00,23.0,7.85,6,3,3,3,0,1777.5,5.0,88.88,1688.62,sucursal centro,special,delayed
1369,ECO-ML-000843,true,2026-01-03T12:25:58+00:00,2026-01-05T11:25:58+00:00,48.0,12.4167,6,4,4,4,0,2156.5,10.0,215.65,1940.85,sucursal centro,special,completed_on_time
1370,ECO-ML-000844,true,2026-01-03T17:00:08+00:00,2026-01-04T02:00:08+00:00,14.0,17.0,6,5,5,5,0,2820.0,0.0,0.0,2820.0,matriz,normal,cancelled
654,ECO-ML-000128,true,2026-01-03T17:28:00+00:00,2026-01-05T20:43:00+00:00,51.0,11.466666666666669,6,3,3,3,0,1597.0,0.0,0.0,1597.0,sucursal sur,dif,completed_on_time
894,ECO-ML-000368,true,2026-01-03T17:28:00+00:00,2026-01-04T20:23:00+00:00,26.0,11.466666666666669,6,3,3,3,0,1550.0,0.0,0.0,1550.0,sucursal sur,dif,completed_on_time
1371,ECO-ML-000845,true,2026-01-03T20:57:17+00:00,2026-01-06T09:57:17+00:00,64.0,20.95,6,3,3,3,0,1568.5,5.0,78.42,1490.08,sucursal sur,other,completed_on_time
1372,ECO-ML-000846,true,2026-01-04T01:31:27+00:00,2026-01-05T11:31:27+00:00,29.0,1.5167,0,2,2,2,0,1195.0,15.0,179.25,1015.75,matriz - centro,dif,delayed
1373,ECO-ML-000847,true,2026-01-04T06:05:37+00:00,2026-01-05T10:05:37+00:00,33.0,6.0833,0,3,3,3,0,2068.0,15.0,310.2,1757.8,matriz - centro,dif,completed_on_time
1374,ECO-ML-000848,true,2026-01-04T10:02:46+00:00,2026-01-07T04:02:46+00:00,72.0,10.0333,0,2,2,2,0,1461.0,20.0,292.2,1168.8,sucursal centro,special,completed_on_time
1375,ECO-ML-000849,true,2026-01-04T14:36:56+00:00,2026-01-06T18:36:56+00:00,44.0,14.6,0,6,7,5,0,3754.5,15.0,563.17,3191.33,sucursal sur,other,delayed
551,ECO-ML-000025,true,2026-01-04T18:35:00+00:00,2026-01-05T16:16:00+00:00,23.0,12.583333333333332,0,2,2,2,0,1093.0,5.0,54.65,1038.35,sucursal sur,dif,completed_on_time
791,ECO-ML-000265,true,2026-01-04T18:35:00+00:00,2026-01-07T08:56:00+00:00,63.0,12.583333333333332,0,2,2,2,0,920.0,5.0,46.0,874.0,sucursal sur,dif,completed_on_time
1376,ECO-ML-000850,true,2026-01-04T19:11:06+00:00,2026-01-06T17:11:06+00:00,48.0,19.1833,0,1,1,1,0,999.0,0.0,0.0,999.0,sucursal sur,other,completed_on_time
1377,ECO-ML-000851,true,2026-01-04T23:08:15+00:00,2026-01-07T00:08:15+00:00,52.0,23.1333,0,5,5,5,0,3989.5,10.0,398.95,3590.55,matriz,normal,completed_on_time
1378,ECO-ML-000852,true,2026-01-05T03:42:25+00:00,2026-01-07T15:42:25+00:00,49.0,3.7,1,5,5,5,0,2635.0,0.0,0.0,2635.0,sucursal centro,special,delayed
1379,ECO-ML-000853,true,2026-01-05T08:16:35+00:00,2026-01-06T07:16:35+00:00,28.0,8.2667,1,5,5,5,0,2635.0,5.0,131.75,2503.25,sucursal centro,special,completed_on_time
1380,ECO-ML-000854,true,2026-01-05T12:50:44+00:00,2026-01-06T07:50:44+00:00,12.0,12.8333,1,6,6,6,0,4343.0,20.0,868.6,3474.4,matriz,normal,cancelled
1381,ECO-ML-000855,true,2026-01-05T16:47:54+00:00,2026-01-08T15:47:54+00:00,72.0,16.7833,1,5,5,5,0,1629.0,15.0,244.35,1384.65,sucursal sur,other,completed_on_time
688,ECO-ML-000162,true,2026-01-05T19:42:00+00:00,2026-01-07T04:29:00+00:00,35.0,13.7,1,1,1,1,0,540.0,10.0,54.0,486.0,sucursal norte,special,completed_on_time
928,ECO-ML-000402,true,2026-01-05T19:42:00+00:00,2026-01-06T04:09:00+00:00,10.0,13.7,1,1,1,1,0,459.0,10.0,45.9,413.1,sucursal centro,special,completed_on_time
1382,ECO-ML-000856,true,2026-01-05T21:22:03+00:00,2026-01-07T16:22:03+00:00,28.0,21.3667,1,4,4,4,0,2098.0,0.0,0.0,2098.0,matriz - centro,dif,delayed
1383,ECO-ML-000857,true,2026-01-06T01:56:13+00:00,2026-01-08T13:56:13+00:00,63.0,1.9333,2,4,4,4,0,2315.0,10.0,231.5,2083.5,matriz - centro,dif,completed_on_time
1384,ECO-ML-000858,true,2026-01-06T05:53:23+00:00,2026-01-07T14:53:23+00:00,37.0,5.8833,2,3,3,3,0,2148.0,0.0,0.0,2148.0,sucursal centro,special,completed_on_time
1385,ECO-ML-000859,true,2026-01-06T10:27:32+00:00,2026-01-08T16:27:32+00:00,36.0,10.45,2,3,3,3,0,1129.0,20.0,225.8,903.2,sucursal sur,other,delayed
1386,ECO-ML-000860,true,2026-01-06T15:01:42+00:00,2026-01-08T14:01:42+00:00,53.0,15.0167,2,2,2,2,0,1774.0,15.0,266.1,1507.9,sucursal sur,other,completed_on_time
1387,ECO-ML-000861,true,2026-01-06T18:58:52+00:00,2026-01-07T13:58:52+00:00,20.0,18.9667,2,1,1,1,0,1169.0,0.0,0.0,1169.0,matriz,normal,completed_on_time
585,ECO-ML-000059,true,2026-01-06T20:49:00+00:00,2026-01-10T11:43:00+00:00,72.0,14.816666666666666,2,6,6,6,0,3176.5,15.0,476.48,2700.02,sucursal centro,hospital,delayed
825,ECO-ML-000299,true,2026-01-06T20:49:00+00:00,2026-01-09T09:42:00+00:00,47.0,14.816666666666666,2,6,6,6,0,3816.0,15.0,572.4,3243.6,matriz - centro,hospital,delayed
1388,ECO-ML-000862,true,2026-01-06T23:33:01+00:00,2026-01-09T14:33:01+00:00,60.0,23.55,2,6,6,6,0,3092.5,10.0,309.25,2783.25,sucursal centro,special,delayed
1389,ECO-ML-000863,true,2026-01-07T04:07:11+00:00,2026-01-09T14:07:11+00:00,61.0,4.1167,3,1,1,1,0,700.0,15.0,105.0,595.0,sucursal centro,special,completed_on_time
1390,ECO-ML-000864,true,2026-01-07T08:41:21+00:00,2026-01-08T13:41:21+00:00,15.0,8.6833,3,6,6,6,0,3967.0,5.0,198.35,3768.65,matriz,normal,cancelled
1391,ECO-ML-000865,true,2026-01-07T12:38:30+00:00,2026-01-10T09:38:30+00:00,74.0,12.6333,3,5,5,5,0,2912.5,0.0,0.0,2912.5,sucursal sur,other,completed_on_time
1392,ECO-ML-000866,true,2026-01-07T17:12:40+00:00,2026-01-09T14:12:40+00:00,38.0,17.2,3,3,3,3,1,1557.0,5.0,77.85,1479.15,matriz - centro,dif,delayed
1393,ECO-ML-000867,true,2026-01-07T21:46:50+00:00,2026-01-09T15:46:50+00:00,43.0,21.7667,3,5,5,5,0,3486.0,5.0,174.3,3311.7,matriz - centro,dif,completed_on_time
722,ECO-ML-000196,true,2026-01-07T21:56:00+00:00,2026-01-09T00:56:00+00:00,19.0,15.933333333333332,3,5,5,5,0,3624.0,0.0,0.0,3624.0,matriz,dif,delayed
962,ECO-ML-000436,true,2026-01-07T21:56:00+00:00,2026-01-10T15:55:00+00:00,59.0,15.933333333333332,3,5,5,5,0,3257.5,0.0,0.0,3257.5,sucursal sur,dif,delayed
1394,ECO-ML-000868,true,2026-01-08T01:43:59+00:00,2026-01-10T08:43:59+00:00,57.0,1.7167,4,4,4,4,0,1803.0,15.0,270.45,1532.55,sucursal centro,special,completed_on_time
1395,ECO-ML-000869,true,2026-01-08T06:18:09+00:00,2026-01-11T21:18:09+00:00,77.0,6.3,4,6,7,5,0,3756.5,15.0,563.48,3193.02,sucursal sur,other,delayed
1396,ECO-ML-000870,true,2026-01-08T10:52:18+00:00,2026-01-10T16:52:18+00:00,58.0,10.8667,4,3,3,3,0,1458.0,10.0,145.8,1312.2,sucursal sur,other,completed_on_time
1397,ECO-ML-000871,true,2026-01-08T14:49:28+00:00,2026-01-09T07:49:28+00:00,22.0,14.8167,4,1,1,1,0,1104.0,20.0,220.8,883.2,matriz,normal,completed_on_time
1398,ECO-ML-000872,true,2026-01-08T19:23:38+00:00,2026-01-12T06:23:38+00:00,70.0,19.3833,4,5,5,5,0,3294.0,0.0,0.0,3294.0,sucursal centro,special,delayed
619,ECO-ML-000093,true,2026-01-08T22:03:00+00:00,2026-01-11T01:29:00+00:00,56.0,16.05,4,4,4,4,0,1965.0,5.0,98.25,1866.75,sucursal sur,dif,completed_on_time
859,ECO-ML-000333,true,2026-01-08T22:03:00+00:00,2026-01-11T04:28:00+00:00,31.0,16.05,4,4,4,4,0,2207.5,5.0,110.38,2097.12,sucursal sur,dif,delayed
1399,ECO-ML-000873,true,2026-01-08T23:57:47+00:00,2026-01-11T16:57:47+00:00,66.0,23.95,4,2,2,2,0,1049.0,10.0,104.9,944.1,sucursal centro,special,completed_on_time
1400,ECO-ML-000874,true,2026-01-09T04:31:57+00:00,2026-01-10T19:31:57+00:00,8.0,4.5167,5,6,6,6,0,3288.0,20.0,657.6,2630.4,matriz,normal,cancelled
1401,ECO-ML-000875,true,2026-01-09T08:29:07+00:00,2026-01-10T23:29:07+00:00,42.0,8.4833,5,1,1,1,0,221.0,5.0,11.05,209.95,sucursal sur,other,completed_on_time
1402,ECO-ML-000876,true,2026-01-09T13:03:16+00:00,2026-01-12T07:03:16+00:00,49.0,13.05,5,6,6,6,0,3517.0,0.0,0.0,3517.0,matriz - centro,dif,delayed
1403,ECO-ML-000877,true,2026-01-09T17:37:26+00:00,2026-01-09T23:37:26+00:00,11.0,17.6167,5,1,1,1,0,839.0,0.0,0.0,839.0,matriz - centro,dif,completed_on_time
1404,ECO-ML-000878,true,2026-01-09T21:34:36+00:00,2026-01-12T05:34:36+00:00,62.0,21.5667,5,5,5,5,0,3470.5,10.0,347.05,3123.45,sucursal centro,special,completed_on_time
756,ECO-ML-000230,true,2026-01-09T23:10:00+00:00,2026-01-12T13:42:00+00:00,68.0,17.166666666666664,5,3,3,3,0,1863.5,10.0,186.35,1677.15,sucursal sur,dif,completed_on_time
996,ECO-ML-000470,true,2026-01-09T23:10:00+00:00,2026-01-11T11:41:00+00:00,43.0,17.166666666666664,5,3,3,3,0,2376.5,10.0,237.65,2138.85,sucursal norte,dif,completed_on_time
1405,ECO-ML-000879,true,2026-01-10T02:08:45+00:00,2026-01-10T21:08:45+00:00,17.0,2.1333,6,5,5,5,0,1746.0,15.0,261.9,1484.1,sucursal sur,other,delayed
1406,ECO-ML-000880,true,2026-01-10T06:42:55+00:00,2026-01-12T19:42:55+00:00,63.0,6.7,6,4,4,4,0,2292.0,20.0,458.4,1833.6,sucursal sur,other,completed_on_time
1407,ECO-ML-000881,true,2026-01-10T11:17:05+00:00,2026-01-11T14:17:05+00:00,30.0,11.2833,6,3,3,3,0,2311.0,10.0,231.1,2079.9,matriz,normal,completed_on_time
1408,ECO-ML-000882,true,2026-01-10T15:14:14+00:00,2026-01-12T09:14:14+00:00,37.0,15.2333,6,5,5,5,0,3016.0,20.0,603.2,2412.8,sucursal centro,special,delayed
1409,ECO-ML-000883,true,2026-01-10T19:48:24+00:00,2026-01-13T13:48:24+00:00,71.0,19.8,6,3,3,3,0,1043.0,5.0,52.15,990.85,sucursal centro,special,completed_on_time
653,ECO-ML-000127,true,2026-01-11T00:17:00+00:00,2026-01-13T02:15:00+00:00,40.0,18.28333333333333,6,2,2,2,0,782.5,15.0,117.38,665.12,sucursal norte,hospital,delayed
893,ECO-ML-000367,true,2026-01-11T00:17:00+00:00,2026-01-11T08:55:00+00:00,15.0,18.28333333333333,6,2,2,2,0,1159.5,15.0,173.93,985.57,sucursal centro,hospital,completed_on_time
1410,ECO-ML-000884,true,2026-01-11T00:22:33+00:00,2026-01-13T01:22:33+00:00,11.0,0.3667,0,6,6,6,0,3526.5,5.0,176.32,3350.18,matriz,normal,cancelled
1411,ECO-ML-000885,true,2026-01-11T04:19:43+00:00,2026-01-13T05:19:43+00:00,50.0,4.3167,0,3,3,3,0,1703.0,0.0,0.0,1703.0,sucursal sur,other,completed_on_time
1412,ECO-ML-000886,true,2026-01-11T08:53:53+00:00,2026-01-12T08:53:53+00:00,15.0,8.8833,0,1,1,1,0,1059.0,15.0,158.85,900.15,matriz - centro,dif,delayed
550,ECO-ML-000024,true,2026-01-11T13:24:00+00:00,2026-01-12T00:48:00+00:00,12.0,7.4,0,1,1,1,0,862.5,0.0,0.0,862.5,sucursal centro,hospital,completed_on_time
790,ECO-ML-000264,true,2026-01-11T13:24:00+00:00,2026-01-13T17:28:00+00:00,52.0,7.4,0,1,1,1,0,713.0,0.0,0.0,713.0,matriz - centro,hospital,completed_on_time
1413,ECO-ML-000887,true,2026-01-11T13:28:02+00:00,2026-01-13T03:28:02+00:00,41.0,13.4667,0,2,2,2,0,1091.0,10.0,109.1,981.9,matriz - centro,dif,completed_on_time
1414,ECO-ML-000888,true,2026-01-11T17:25:12+00:00,2026-01-12T07:25:12+00:00,18.0,17.4167,0,2,2,2,0,652.0,15.0,97.8,554.2,sucursal centro,special,completed_on_time
1415,ECO-ML-000889,true,2026-01-11T21:59:22+00:00,2026-01-13T15:59:22+00:00,30.0,21.9833,0,6,7,5,0,3746.0,15.0,561.9,3184.1,sucursal sur,other,delayed
1416,ECO-ML-000890,true,2026-01-12T02:33:31+00:00,2026-01-12T15:33:31+00:00,19.0,2.55,1,1,1,1,0,486.0,10.0,48.6,437.4,sucursal sur,other,completed_on_time
1417,ECO-ML-000891,true,2026-01-12T07:07:41+00:00,2026-01-14T09:07:41+00:00,51.0,7.1167,1,1,1,1,0,531.0,15.0,79.65,451.35,matriz,normal,completed_on_time
1418,ECO-ML-000892,true,2026-01-12T11:04:51+00:00,2026-01-16T03:04:51+00:00,73.0,11.0667,1,6,6,6,0,3052.0,10.0,305.2,2746.8,sucursal centro,special,delayed
687,ECO-ML-000161,true,2026-01-12T14:31:00+00:00,2026-01-12T16:31:00+00:00,24.0,8.516666666666666,1,6,6,6,0,3952.0,5.0,197.6,3754.4,matriz,other,cancelled
