study_id,code,name,cluster,distance_to_centroid,is_outlier
380,ECN-CAT-HEM-041,Cuantificación de Basófilos,1,0.8763,False
381,ECN-CAT-INM-041,Cuantificación de Antígeno carcinoembrionario,1,1.1995,False
382,ECN-CAT-MIC-041,Cuantificación de Amiba en fresco,2,1.6198,False
383,ECN-CAT-COA-041,Cuantificación de Agregación plaquetaria,2,1.3069,False
384,ECN-CAT-END-041,Cuantificación de Testosterona libre,1,0.6684,False
385,ECN-CAT-URO-041,Cuantificación de Sedimento urinario,1,0.2504,False
386,ECN-CAT-MOL-041,Cuantificación de Dengue por PCR,2,1.2287,False
387,ECN-CAT-QC-042,Cuantificación de Magnesio,2,1.1391,False
388,ECN-CAT-HEM-042,Cuantificación de Velocidad de sedimentación,1,1.4166,False
389,ECN-CAT-INM-042,Cuantificación de Alfafetoproteína,1,0.2656,False
390,ECN-CAT-MIC-042,Cuantificación de Sangre oculta en heces,1,1.039,False
391,ECN-CAT-COA-042,Cuantificación de Tiempo de sangrado,2,0.8136,False
392,ECN-CAT-END-042,Cuantificación de Dehidroepiandrosterona,2,1.487,False
393,ECN-CAT-URO-042,Cuantificación de Cetonas en orina,1,0.9982,False
394,ECN-CAT-MOL-042,Cuantificación de Zika por PCR,2,1.1917,False
395,ECN-CAT-QC-043,Cuantificación de Sodio,2,1.6828,False
396,ECN-CAT-HEM-043,Cuantificación de Frotis de sangre periférica,2,1.1094,False
397,ECN-CAT-INM-043,Cuantificación de CA 125,1,0.9842,False
398,ECN-CAT-MIC-043,Cuantificación de Rotavirus en heces,1,1.1363,False
399,ECN-CAT-COA-043,Cuantificación de Tiempo de coagulación,2,1.6244,False
400,ECN-CAT-END-043,Cuantificación de Aldosterona,2,0.6244,False
401,ECN-CAT-URO-043,Cuantificación de Hemoglobina en orina,1,1.5643,False
402,ECN-CAT-MOL-043,Cuantificación de Chikungunya por PCR,2,1.7469,False
403,ECN-CAT-QC-044,Cuantificación de Potasio,1,0.958,False
404,ECN-CAT-HEM-044,Cuantificación de Conteo diferencial,2,0.8787,False
405,ECN-CAT-INM-044,Cuantificación de CA 19-9,2,1.5675,False
406,ECN-CAT-MIC-044,Cuantificación de Adenovirus en heces,1,0.434,False
407,ECN-CAT-COA-044,Cuantificación de Productos de degradación de fibrina,1,0.7951,False
408,ECN-CAT-END-044,Cuantificación de Renina,2,0.7893,False
409,ECN-CAT-URO-044,Cuantificación de Nitritos en orina,2,1.3884,False
410,ECN-CAT-MOL-044,Cuantificación de Panel respiratorio molecular,1,1.4671,False
411,ECN-CAT-QC-045,Cuantificación de Cloro,1,1.1548,False
412,ECN-CAT-HEM-045,Cuantificación de Índice plaquetario,2,1.5715,False
413,ECN-CAT-INM-045,Cuantificación de CA 15-3,2,0.9132,False
414,ECN-CAT-MIC-045,Cuantificación de Helicobacter pylori,1,1.9109,False
415,ECN-CAT-COA-045,Cuantificación de Factor de von Willebrand,1,1.0857,False
416,ECN-CAT-END-045,Cuantificación de Paratohormona,2,0.9443,False
417,ECN-CAT-URO-045,Cuantificación de Leucocitos en orina,2,0.8683,False
418,ECN-CAT-MOL-045,Cuantificación de Panel gastrointestinal molecular,1,1.7279,False
419,ECN-CAT-QC-046,Cuantificación de Hierro sérico,1,1.1861,False
420,ECN-CAT-HEM-046,Cuantificación de Morfología eritrocitaria,1,0.9074,False
421,ECN-CAT-INM-046,Cuantificación de Antígeno prostático total,2,0.984,False
422,ECN-CAT-MIC-046,Cuantificación de Clostridioides difficile,2,1.0126,False
423,ECN-CAT-COA-046,Cuantificación de Mezcla de TTPa,1,0.4513,False
424,ECN-CAT-END-046,Cuantificación de Calcitonina,1,1.0867,False
425,ECN-CAT-URO-046,Cuantificación de Cristales en orina,2,1.3505,False
426,ECN-CAT-MOL-046,Cuantificación de Trombofilia hereditaria,2,1.9115,False
427,ECN-CAT-QC-047,Cuantificación de Amilasa,1,0.976,False
428,ECN-CAT-HEM-047,Cuantificación de Morfología leucocitaria,1,0.5385,False
429,ECN-CAT-INM-047,Cuantificación de Antígeno prostático libre,2,1.4463,False
430,ECN-CAT-MIC-047,Cuantificación de Estreptococo del grupo A,2,1.0534,False
431,ECN-CAT-COA-047,Cuantificación de Mezcla de TP,1,1.2742,False
432,ECN-CAT-END-047,Cuantificación de Péptido C,1,1.1307,False
433,ECN-CAT-URO-047,Cuantificación de Cilindros urinarios,1,1.039,False
434,ECN-CAT-MOL-047,Cuantificación de Mutación JAK2,2,1.5953,False
435,ECN-CAT-QC-048,Cuantificación de Lipasa,2,1.5465,False
436,ECN-CAT-HEM-048,Cuantificación de Morfología plaquetaria,1,1.1933,False
437,ECN-CAT-INM-048,Cuantificación de Serología para dengue,1,1.1364,False
438,ECN-CAT-MIC-048,Cuantificación de Salmonella,2,2.4682,False
439,ECN-CAT-COA-048,Cuantificación de Factor V,2,0.8739,False
440,ECN-CAT-END-048,Cuantificación de 17-hidroxiprogesterona,1,0.4712,False
441,ECN-CAT-URO-048,Cuantificación de Urobilinógeno en orina,1,0.9649,False
442,ECN-CAT-MOL-048,Cuantificación de BCR-ABL cuantitativo,2,1.1066,False
443,ECN-CAT-QC-049,Cuantificación de Lactato deshidrogenasa,2,1.4305,False
444,ECN-CAT-HEM-049,Cuantificación de Hemoparásitos,1,1.352,False
445,ECN-CAT-INM-049,Cuantificación de Serología para rubéola,1,0.3198,False
446,ECN-CAT-MIC-049,Cuantificación de Shigella,2,2.753,True
447,ECN-CAT-COA-049,Cuantificación de Factor VII,2,1.2684,False
448,ECN-CAT-END-049,Cuantificación de Hormona antimülleriana,1,1.0439,False
449,ECN-CAT-URO-049,Cuantificación de Bilirrubina en orina,1,1.1301,False
450,ECN-CAT-MOL-049,Cuantificación de HLA-B27,2,1.3286,False
451,ECN-CAT-QC-050,Cuantificación de Hemoglobina glucosilada,2,1.2354,False
452,ECN-CAT-HEM-050,Cuantificación de Prueba de falciformación,2,1.5203,False
453,ECN-CAT-INM-050,Cuantificación de Serología para toxoplasma,1,1.0895,False
454,ECN-CAT-MIC-050,Cuantificación de Candida albicans,2,2.8384,True
455,ECN-CAT-COA-050,Cuantificación de Factor X,2,0.9634,False
456,ECN-CAT-END-050,Cuantificación de Somatomedina C,2,1.3867,False
457,ECN-CAT-URO-050,Cuantificación de Relación albúmina creatinina,1,1.3072,False
458,ECN-CAT-MOL-050,Cuantificación de Carga viral cuantitativa,2,1.6328,False
459,ECN-CAT-QC-051,Evaluación de Glucosa,1,1.6383,False
460,ECN-CAT-HEM-051,Evaluación de Biometría hemática,2,0.7023,False
461,ECN-CAT-INM-051,Evaluación de Proteína C reactiva,1,1.1411,False
462,ECN-CAT-MIC-051,Evaluación de Urocultivo,1,3.0291,True
463,ECN-CAT-COA-051,Evaluación de Tiempo de protrombina,1,1.5594,False
464,ECN-CAT-END-051,Evaluación de Hormona estimulante de tiroides,2,0.489,False
465,ECN-CAT-URO-051,Evaluación de Examen general de orina,2,1.114,False
466,ECN-CAT-MOL-051,Evaluación de Detección molecular de SARS-CoV-2,1,1.8349,False
467,ECN-CAT-QC-052,Evaluación de Urea,1,0.7345,False
468,ECN-CAT-HEM-052,Evaluación de Hemoglobina,2,1.2206,False
469,ECN-CAT-INM-052,Evaluación de Factor reumatoide,2,1.3814,False
470,ECN-CAT-MIC-052,Evaluación de Coprocultivo,1,2.8906,True
471,ECN-CAT-COA-052,Evaluación de Tiempo de tromboplastina parcial,1,0.9286,False
472,ECN-CAT-END-052,Evaluación de Tiroxina libre,2,0.9272,False
473,ECN-CAT-URO-052,Evaluación de Microalbúmina en orina,2,1.3487,False
474,ECN-CAT-MOL-052,Evaluación de Virus de influenza A,1,1.4481,False
475,ECN-CAT-QC-053,Evaluación de Creatinina,1,1.1196,False
476,ECN-CAT-HEM-053,Evaluación de Hematocrito,2,1.0751,False
477,ECN-CAT-INM-053,Evaluación de Antiestreptolisinas O,2,0.8585,False
478,ECN-CAT-MIC-053,Evaluación de Exudado faríngeo,1,3.3819,True
479,ECN-CAT-COA-053,Evaluación de Tiempo de trombina,1,0.3095,False
480,ECN-CAT-END-053,Evaluación de Tiroxina total,2,1.5818,False
481,ECN-CAT-URO-053,Evaluación de Proteínas en orina,2,0.6727,False
482,ECN-CAT-MOL-053,Evaluación de Virus de influenza B,2,2.1605,False
483,ECN-CAT-QC-054,Evaluación de Ácido úrico,1,1.3522,False
484,ECN-CAT-HEM-054,Evaluación de Eritrocitos,1,1.167,False
485,ECN-CAT-INM-054,Evaluación de Inmunoglobulina A,2,1.1959,False
486,ECN-CAT-MIC-054,Evaluación de Exudado nasal,2,2.9494,True
487,ECN-CAT-COA-054,Evaluación de Fibrinógeno,1,0.801,False
488,ECN-CAT-END-054,Evaluación de Triyodotironina libre,1,1.023,False
489,ECN-CAT-URO-054,Evaluación de Glucosa en orina,2,1.6244,False
490,ECN-CAT-MOL-054,Evaluación de Virus del papiloma humano,2,1.8757,False
491,ECN-CAT-QC-055,Evaluación de Colesterol total,1,1.4785,False
492,ECN-CAT-HEM-055,Evaluación de Leucocitos,1,0.3085,False
493,ECN-CAT-INM-055,Evaluación de Inmunoglobulina G,1,1.5385,False
494,ECN-CAT-MIC-055,Evaluación de Exudado vaginal,2,2.6002,False
495,ECN-CAT-COA-055,Evaluación de Dímero D,2,1.2847,False
496,ECN-CAT-END-055,Evaluación de Triyodotironina total,1,1.0886,False
497,ECN-CAT-URO-055,Evaluación de Creatinina en orina,1,0.792,False
498,ECN-CAT-MOL-055,Evaluación de Virus de hepatitis B,2,1.2964,False
499,ECN-CAT-QC-056,Evaluación de Triglicéridos,2,1.161,False
500,ECN-CAT-HEM-056,Evaluación de Plaquetas,1,1.1306,False
501,ECN-CAT-INM-056,Evaluación de Inmunoglobulina M,1,1.2111,False
502,ECN-CAT-MIC-056,Evaluación de Exudado uretral,2,2.5989,False
503,ECN-CAT-COA-056,Evaluación de INR,2,1.3069,False
504,ECN-CAT-END-056,Evaluación de Insulina,1,0.6681,False
505,ECN-CAT-URO-056,Evaluación de Calcio en orina,1,0.7745,False
506,ECN-CAT-MOL-056,Evaluación de Virus de hepatitis C,2,1.4783,False
507,ECN-CAT-QC-057,Evaluación de Bilirrubina total,2,1.4081,False
508,ECN-CAT-HEM-057,Evaluación de Reticulocitos,1,1.5665,False
509,ECN-CAT-INM-057,Evaluación de Inmunoglobulina E,1,0.2492,False
510,ECN-CAT-MIC-057,Evaluación de Hemocultivo,2,2.8343,True
511,ECN-CAT-COA-057,Evaluación de Actividad de factor VIII,2,0.7519,False
512,ECN-CAT-END-057,Evaluación de Cortisol,2,1.0552,False
513,ECN-CAT-URO-057,Evaluación de Ácido úrico en orina,1,1.2203,False
514,ECN-CAT-MOL-057,Evaluación de Virus de Epstein-Barr,2,1.4463,False
515,ECN-CAT-QC-058,Evaluación de Bilirrubina directa,2,1.4367,False
516,ECN-CAT-HEM-058,Evaluación de Volumen corpuscular medio,2,0.8718,False
517,ECN-CAT-INM-058,Evaluación de Complemento C3,1,1.3093,False
518,ECN-CAT-MIC-058,Evaluación de Cultivo de esputo,2,2.8883,True
519,ECN-CAT-COA-058,Evaluación de Actividad de factor IX,2,1.1779,False
520,ECN-CAT-END-058,Evaluación de Hormona adrenocorticotropa,2,1.271,False
521,ECN-CAT-URO-058,Evaluación de Sodio en orina,1,1.542,False
522,ECN-CAT-MOL-058,Evaluación de Citomegalovirus,2,1.6837,False
523,ECN-CAT-QC-059,Evaluación de Alanina aminotransferasa,1,1.4128,False
524,ECN-CAT-HEM-059,Evaluación de Hemoglobina corpuscular media,2,0.5589,False
525,ECN-CAT-INM-059,Evaluación de Complemento C4,2,1.1659,False
526,ECN-CAT-MIC-059,Evaluación de Cultivo de heridas,1,3.1142,True
527,ECN-CAT-COA-059,Evaluación de Actividad de factor XI,1,1.3108,False
528,ECN-CAT-END-059,Evaluación de Hormona de crecimiento,2,0.7893,False
529,ECN-CAT-URO-059,Evaluación de Potasio en orina,2,0.8461,False
530,ECN-CAT-MOL-059,Evaluación de Virus herpes simple 1,1,1.8487,False
531,ECN-CAT-QC-060,Evaluación de Aspartato aminotransferasa,1,1.1548,False
532,ECN-CAT-HEM-060,Evaluación de Concentración media de hemoglobina,2,1.3359,False
533,ECN-CAT-INM-060,Evaluación de Anticuerpos antinucleares,2,1.2474,False
534,ECN-CAT-MIC-060,Evaluación de Cultivo de secreciones,1,2.95,True
535,ECN-CAT-COA-060,Evaluación de Actividad de factor XII,1,0.3341,False
536,ECN-CAT-END-060,Evaluación de Prolactina,2,1.1625,False
537,ECN-CAT-URO-060,Evaluación de Cloro en orina,2,1.3387,False
538,ECN-CAT-MOL-060,Evaluación de Virus herpes simple 2,1,1.8191,False
539,ECN-CAT-QC-061,Evaluación de Fosfatasa alcalina,1,0.5388,False
540,ECN-CAT-HEM-061,Evaluación de Ancho de distribución eritrocitaria,1,1.3642,False
541,ECN-CAT-INM-061,Evaluación de Anticuerpos anti-DNA,2,1.3077,False
542,ECN-CAT-MIC-061,Evaluación de Antibiograma,2,2.9038,True
543,ECN-CAT-COA-061,Evaluación de Antitrombina III,1,1.1447,False
544,ECN-CAT-END-061,Evaluación de Hormona luteinizante,1,1.308,False
545,ECN-CAT-URO-061,Evaluación de Fósforo en orina,2,1.168,False
546,ECN-CAT-MOL-061,Evaluación de Chlamydia trachomatis,2,1.8326,False
547,ECN-CAT-QC-062,Evaluación de Gamma glutamil transferasa,1,1.4212,False
548,ECN-CAT-HEM-062,Evaluación de Neutrófilos,1,0.5644,False
549,ECN-CAT-INM-062,Evaluación de Anticuerpos anticardiolipina,2,1.4463,False
550,ECN-CAT-MIC-062,Evaluación de Tinción de Gram,2,0.6414,False
551,ECN-CAT-COA-062,Evaluación de Proteína C funcional,1,1.0656,False
552,ECN-CAT-END-062,Evaluación de Hormona foliculoestimulante,1,0.8982,False
553,ECN-CAT-URO-062,Evaluación de Magnesio en orina,1,1.0625,False
554,ECN-CAT-MOL-062,Evaluación de Neisseria gonorrhoeae,2,1.763,False
555,ECN-CAT-QC-063,Evaluación de Albúmina,2,1.5195,False
556,ECN-CAT-HEM-063,Evaluación de Linfocitos,1,0.9299,False
557,ECN-CAT-INM-063,Evaluación de Procalcitonina,1,1.4202,False
558,ECN-CAT-MIC-063,Evaluación de Baciloscopía,2,1.3722,False
559,ECN-CAT-COA-063,Evaluación de Proteína S funcional,2,1.4157,False
560,ECN-CAT-END-063,Evaluación de Estradiol,1,1.1264,False
561,ECN-CAT-URO-063,Evaluación de Urea en orina,1,1.2087,False
562,ECN-CAT-MOL-063,Evaluación de Mycobacterium tuberculosis,2,1.2578,False
563,ECN-CAT-QC-064,Evaluación de Proteínas totales,2,0.9495,False
564,ECN-CAT-HEM-064,Evaluación de Monocitos,1,1.5547,False
565,ECN-CAT-INM-064,Evaluación de Ferritina,1,0.3198,False
566,ECN-CAT-MIC-064,Evaluación de Búsqueda de hongos,1,1.1825,False
567,ECN-CAT-COA-064,Evaluación de Anticoagulante lúpico,2,0.7295,False
568,ECN-CAT-END-064,Evaluación de Progesterona,1,1.5363,False
569,ECN-CAT-URO-064,Evaluación de Osmolalidad urinaria,1,0.4419,False
570,ECN-CAT-MOL-064,Evaluación de Bordetella pertussis,2,1.5976,False
571,ECN-CAT-QC-065,Evaluación de Calcio,2,1.4871,False
572,ECN-CAT-HEM-065,Evaluación de Eosinófilos,2,1.1061,False
573,ECN-CAT-INM-065,Evaluación de Troponina I,1,0.8062,False
574,ECN-CAT-MIC-065,Evaluación de Coprológico,1,1.1879,False
575,ECN-CAT-COA-065,Evaluación de Resistencia a proteína C activada,2,1.4729,False
576,ECN-CAT-END-065,Evaluación de Testosterona total,2,0.8821,False
577,ECN-CAT-URO-065,Evaluación de Depuración de creatinina,1,1.2921,False
578,ECN-CAT-MOL-065,Evaluación de Parvovirus B19,2,1.8516,False
579,ECN-CAT-QC-066,Evaluación de Fósforo,1,1.4676,False
580,ECN-CAT-HEM-066,Evaluación de Basófilos,2,0.7375,False
581,ECN-CAT-INM-066,Evaluación de Antígeno carcinoembrionario,1,1.3411,False
582,ECN-CAT-MIC-066,Evaluación de Amiba en fresco,1,0.331,False
583,ECN-CAT-COA-066,Evaluación de Agregación plaquetaria,1,1.1722,False
584,ECN-CAT-END-066,Evaluación de Testosterona libre,2,0.489,False
585,ECN-CAT-URO-066,Evaluación de Sedimento urinario,2,1.1638,False
586,ECN-CAT-MOL-066,Evaluación de Dengue por PCR,1,1.8349,False
587,ECN-CAT-QC-067,Evaluación de Magnesio,1,1.2566,False
588,ECN-CAT-HEM-067,Evaluación de Velocidad de sedimentación,2,1.0395,False
589,ECN-CAT-INM-067,Evaluación de Alfafetoproteína,2,1.0754,False
590,ECN-CAT-MIC-067,Evaluación de Sangre oculta en heces,1,0.9757,False
591,ECN-CAT-COA-067,Evaluación de Tiempo de sangrado,1,1.1716,False
592,ECN-CAT-END-067,Evaluación de Dehidroepiandrosterona,2,1.4011,False
593,ECN-CAT-URO-067,Evaluación de Cetonas en orina,2,0.878,False
594,ECN-CAT-MOL-067,Evaluación de Zika por PCR,1,1.7788,False
595,ECN-CAT-QC-068,Evaluación de Sodio,1,1.0952,False
596,ECN-CAT-HEM-068,Evaluación de Frotis de sangre periférica,2,1.1147,False
597,ECN-CAT-INM-068,Evaluación de CA 125,2,1.1678,False
598,ECN-CAT-MIC-068,Evaluación de Rotavirus en heces,1,1.6025,False
599,ECN-CAT-COA-068,Evaluación de Tiempo de coagulación,1,0.2435,False
600,ECN-CAT-END-068,Evaluación de Aldosterona,2,1.165,False
601,ECN-CAT-URO-068,Evaluación de Hemoglobina en orina,2,1.2977,False
602,ECN-CAT-MOL-068,Evaluación de Chikungunya por PCR,2,2.1605,False
603,ECN-CAT-QC-069,Evaluación de Potasio,1,1.3301,False
604,ECN-CAT-HEM-069,Evaluación de Conteo diferencial,1,0.5517,False
605,ECN-CAT-INM-069,Evaluación de CA 19-9,2,1.1761,False
606,ECN-CAT-MIC-069,Evaluación de Adenovirus en heces,2,1.1103,False
607,ECN-CAT-COA-069,Evaluación de Productos de degradación de fibrina,1,0.7761,False
608,ECN-CAT-END-069,Evaluación de Renina,1,1.161,False
609,ECN-CAT-URO-069,Evaluación de Nitritos en orina,2,1.6599,False
610,ECN-CAT-MOL-069,Evaluación de Panel respiratorio molecular,2,1.6885,False
611,ECN-CAT-QC-070,Evaluación de Cloro,1,1.8036,False
612,ECN-CAT-HEM-070,Evaluación de Índice plaquetario,1,1.0781,False
613,ECN-CAT-INM-070,Evaluación de CA 15-3,1,1.1681,False
614,ECN-CAT-MIC-070,Evaluación de Helicobacter pylori,2,1.3357,False
615,ECN-CAT-COA-070,Evaluación de Factor de von Willebrand,2,1.5283,False
616,ECN-CAT-END-070,Evaluación de Paratohormona,1,0.7909,False
617,ECN-CAT-URO-070,Evaluación de Leucocitos en orina,1,0.8165,False
618,ECN-CAT-MOL-070,Evaluación de Panel gastrointestinal molecular,2,1.5441,False
619,ECN-CAT-QC-071,Evaluación de Hierro sérico,2,0.9616,False
620,ECN-CAT-HEM-071,Evaluación de Morfología eritrocitaria,1,0.4517,False
621,ECN-CAT-INM-071,Evaluación de Antígeno prostático total,1,0.6321,False
622,ECN-CAT-MIC-071,Evaluación de Clostridioides difficile,2,1.1513,False
623,ECN-CAT-COA-071,Evaluación de Mezcla de TTPa,2,0.7504,False
624,ECN-CAT-END-071,Evaluación de Calcitonina,1,0.6631,False
625,ECN-CAT-URO-071,Evaluación de Cristales en orina,1,0.294,False
626,ECN-CAT-MOL-071,Evaluación de Trombofilia hereditaria,2,1.2658,False
627,ECN-CAT-QC-072,Evaluación de Amilasa,2,0.9505,False
628,ECN-CAT-HEM-072,Evaluación de Morfología leucocitaria,1,1.716,False
629,ECN-CAT-INM-072,Evaluación de Antígeno prostático libre,1,1.0627,False
630,ECN-CAT-MIC-072,Evaluación de Estreptococo del grupo A,1,1.283,False
631,ECN-CAT-COA-072,Evaluación de Mezcla de TP,2,1.2977,False
632,ECN-CAT-END-072,Evaluación de Péptido C,2,1.5048,False
633,ECN-CAT-URO-072,Evaluación de Cilindros urinarios,1,1.2,False
634,ECN-CAT-MOL-072,Evaluación de Mutación JAK2,2,1.6938,False
635,ECN-CAT-QC-073,Evaluación de Lipasa,2,1.6928,False
636,ECN-CAT-HEM-073,Evaluación de Morfología plaquetaria,2,1.0644,False
637,ECN-CAT-INM-073,Evaluación de Serología para dengue,1,0.8044,False
638,ECN-CAT-MIC-073,Evaluación de Salmonella,2,3.012,True
639,ECN-CAT-COA-073,Evaluación de Factor V,2,1.1505,False
640,ECN-CAT-END-073,Evaluación de 17-hidroxiprogesterona,2,0.6861,False
641,ECN-CAT-URO-073,Evaluación de Urobilinógeno en orina,1,1.1184,False
642,ECN-CAT-MOL-073,Evaluación de BCR-ABL cuantitativo,2,1.9949,False
643,ECN-CAT-QC-074,Evaluación de Lactato deshidrogenasa,1,1.4197,False
644,ECN-CAT-HEM-074,Evaluación de Hemoparásitos,2,0.4956,False
645,ECN-CAT-INM-074,Evaluación de Serología para rubéola,2,1.5856,False
646,ECN-CAT-MIC-074,Evaluación de Shigella,1,3.0494,True
647,ECN-CAT-COA-074,Evaluación de Factor VII,1,1.09,False
648,ECN-CAT-END-074,Evaluación de Hormona antimülleriana,2,1.1635,False
649,ECN-CAT-URO-074,Evaluación de Bilirrubina en orina,2,1.3641,False
650,ECN-CAT-MOL-074,Evaluación de HLA-B27,1,1.5589,False
651,ECN-CAT-QC-075,Evaluación de Hemoglobina glucosilada,1,1.1717,False
652,ECN-CAT-HEM-075,Evaluación de Prueba de falciformación,2,1.5486,False
653,ECN-CAT-INM-075,Evaluación de Serología para toxoplasma,2,0.9297,False
654,ECN-CAT-MIC-075,Evaluación de Candida albicans,1,2.95,True
655,ECN-CAT-COA-075,Evaluación de Factor X,1,1.0721,False
656,ECN-CAT-END-075,Evaluación de Somatomedina C,2,0.9841,False
657,ECN-CAT-URO-075,Evaluación de Relación albúmina creatinina,2,0.793,False
658,ECN-CAT-MOL-075,Evaluación de Carga viral cuantitativa,1,1.6671,False
659,ECN-CAT-QC-076,Control de Glucosa,1,1.277,False
660,ECN-CAT-HEM-076,Control de Biometría hemática,1,0.9122,False
661,ECN-CAT-INM-076,Control de Proteína C reactiva,2,1.2741,False
662,ECN-CAT-MIC-076,Control de Urocultivo,2,2.8235,True
663,ECN-CAT-COA-076,Control de Tiempo de protrombina,1,0.4513,False
664,ECN-CAT-END-076,Control de Hormona estimulante de tiroides,1,1.1153,False
665,ECN-CAT-URO-076,Control de Examen general de orina,2,1.5467,False
666,ECN-CAT-MOL-076,Control de Detección molecular de SARS-CoV-2,2,1.9945,False
667,ECN-CAT-QC-077,Control de Urea,1,0.9757,False
668,ECN-CAT-HEM-077,Control de Hemoglobina,1,1.1772,False
669,ECN-CAT-INM-077,Control de Factor reumatoide,2,1.4727,False
670,ECN-CAT-MIC-077,Control de Coprocultivo,2,2.6179,False
671,ECN-CAT-COA-077,Control de Tiempo de tromboplastina parcial,1,1.4495,False
672,ECN-CAT-END-077,Control de Tiroxina libre,1,1.1474,False
673,ECN-CAT-URO-077,Control de Microalbúmina en orina,1,1.291,False
674,ECN-CAT-MOL-077,Control de Virus de influenza A,2,1.5299,False
675,ECN-CAT-QC-078,Control de Creatinina,2,1.079,False
676,ECN-CAT-HEM-078,Control de Hematocrito,1,0.5722,False
677,ECN-CAT-INM-078,Control de Antiestreptolisinas O,1,0.959,False
678,ECN-CAT-MIC-078,Control de Exudado faríngeo,2,2.5361,False
679,ECN-CAT-COA-078,Control de Tiempo de trombina,2,1.4157,False
680,ECN-CAT-END-078,Control de Tiroxina total,1,1.1306,False
681,ECN-CAT-URO-078,Control de Proteínas en orina,1,0.9443,False
682,ECN-CAT-MOL-078,Control de Virus de influenza B,2,1.5118,False
683,ECN-CAT-QC-079,Control de Ácido úrico,2,1.3963,False
684,ECN-CAT-HEM-079,Control de Eritrocitos,1,1.352,False
685,ECN-CAT-INM-079,Control de Inmunoglobulina A,1,1.0992,False
686,ECN-CAT-MIC-079,Control de Exudado nasal,2,2.8056,True
687,ECN-CAT-COA-079,Control de Fibrinógeno,2,0.7295,False
688,ECN-CAT-END-079,Control de Triyodotironina libre,1,1.5491,False
689,ECN-CAT-URO-079,Control de Glucosa en orina,1,1.1236,False
690,ECN-CAT-MOL-079,Control de Virus del papiloma humano,2,1.3372,False
691,ECN-CAT-QC-080,Control de Colesterol total,2,1.2354,False
692,ECN-CAT-HEM-080,Control de Leucocitos,2,1.1061,False
693,ECN-CAT-INM-080,Control de Inmunoglobulina G,1,0.3496,False
694,ECN-CAT-MIC-080,Control de Exudado vaginal,2,2.8002,True
695,ECN-CAT-COA-080,Control de Dímero D,2,1.0123,False
696,ECN-CAT-END-080,Control de Triyodotironina total,2,1.3974,False
697,ECN-CAT-URO-080,Control de Creatinina en orina,1,0.7492,False
698,ECN-CAT-MOL-080,Control de Virus de hepatitis B,2,1.4804,False
699,ECN-CAT-QC-081,Control de Triglicéridos,1,1.5777,False
700,ECN-CAT-HEM-081,Control de Plaquetas,2,0.6835,False
701,ECN-CAT-INM-081,Control de Inmunoglobulina M,1,1.1262,False
702,ECN-CAT-MIC-081,Control de Exudado uretral,1,3.1817,True
703,ECN-CAT-COA-081,Control de INR,1,1.5842,False
704,ECN-CAT-END-081,Control de Insulina,2,0.806,False
705,ECN-CAT-URO-081,Control de Calcio en orina,2,1.5809,False
706,ECN-CAT-MOL-081,Control de Virus de hepatitis C,1,1.8792,False
707,ECN-CAT-QC-082,Control de Bilirrubina total,1,1.2566,False
708,ECN-CAT-HEM-082,Control de Reticulocitos,2,1.0395,False
709,ECN-CAT-INM-082,Control de Inmunoglobulina E,2,1.3814,False
710,ECN-CAT-MIC-082,Control de Hemocultivo,1,3.3906,True
711,ECN-CAT-COA-082,Control de Actividad de factor VIII,1,0.5963,False
712,ECN-CAT-END-082,Control de Cortisol,2,0.8554,False
713,ECN-CAT-URO-082,Control de Ácido úrico en orina,2,1.3787,False
714,ECN-CAT-MOL-082,Control de Virus de Epstein-Barr,1,1.6808,False
715,ECN-CAT-QC-083,Control de Bilirrubina directa,1,0.3639,False
716,ECN-CAT-HEM-083,Control de Volumen corpuscular medio,2,1.5451,False
717,ECN-CAT-INM-083,Control de Complemento C3,2,1.1678,False
718,ECN-CAT-MIC-083,Control de Cultivo de esputo,1,3.0427,True
719,ECN-CAT-COA-083,Control de Actividad de factor IX,1,1.0751,False
720,ECN-CAT-END-083,Control de Hormona adrenocorticotropa,2,1.5818,False
721,ECN-CAT-URO-083,Control de Sodio en orina,2,1.0394,False
722,ECN-CAT-MOL-083,Control de Citomegalovirus,2,2.3218,False
723,ECN-CAT-QC-084,Control de Alanina aminotransferasa,1,1.3301,False
724,ECN-CAT-HEM-084,Control de Hemoglobina corpuscular media,1,0.5517,False
725,ECN-CAT-INM-084,Control de Complemento C4,2,0.473,False
726,ECN-CAT-MIC-084,Control de Cultivo de heridas,2,2.8918,True
727,ECN-CAT-COA-084,Control de Actividad de factor XI,1,1.0858,False
728,ECN-CAT-END-084,Control de Hormona de crecimiento,1,0.9044,False
729,ECN-CAT-URO-084,Control de Potasio en orina,2,1.2437,False
730,ECN-CAT-MOL-084,Control de Virus herpes simple 1,2,1.5354,False
731,ECN-CAT-QC-085,Control de Aspartato aminotransferasa,1,1.6291,False
732,ECN-CAT-HEM-085,Control de Concentración media de hemoglobina,1,0.8153,False
733,ECN-CAT-INM-085,Control de Anticuerpos antinucleares,1,1.5595,False
734,ECN-CAT-MIC-085,Control de Cultivo de secreciones,2,2.53,False
735,ECN-CAT-COA-085,Control de Actividad de factor XII,2,1.5532,False
736,ECN-CAT-END-085,Control de Prolactina,1,1.0787,False
