study_id,study_code,study_name,is_synthetic,type,method,parameter_count,duration_minutes,sample_type,requires_special_processing,normal_price
479,ECN-CAT-COA-053,Evaluación de Tiempo de trombina,True,study,COAGULOMETRÍA,8,90,plasma,False,390.0
480,ECN-CAT-END-053,Evaluación de Tiroxina total,True,study,QUIMIOLUMINISCENCIA,15,195,serum,False,640.0
481,ECN-CAT-URO-053,Evaluación de Proteínas en orina,True,study,MICROSCOPÍA,22,165,urine,False,720.0
482,ECN-CAT-MOL-053,Evaluación de Virus de influenza B,True,study,RT-PCR,29,435,swab,True,1190.0
483,ECN-CAT-QC-054,Evaluación de Ácido úrico,True,study,COLORIMETRÍA,6,45,plasma,False,260.0
484,ECN-CAT-HEM-054,Evaluación de Eritrocitos,True,study,MICROSCOPÍA,13,135,blood,False,420.0
485,ECN-CAT-INM-054,Evaluación de Inmunoglobulina A,True,study,QUIMIOLUMINISCENCIA,20,210,serum,False,740.0
486,ECN-CAT-MIC-054,Evaluación de Exudado nasal,True,study,CULTIVO,27,855,swab,True,870.0
487,ECN-CAT-COA-054,Evaluación de Fibrinógeno,True,study,COAGULOMETRÍA,4,75,plasma,False,300.0
488,ECN-CAT-END-054,Evaluación de Triyodotironina libre,True,study,ELISA,11,150,plasma,False,560.0
489,ECN-CAT-URO-054,Evaluación de Glucosa en orina,True,study,COLORIMETRÍA,18,120,urine,False,610.0
490,ECN-CAT-MOL-054,Evaluación de Virus del papiloma humano,True,study,PCR,25,480,swab,True,1060.0
491,ECN-CAT-QC-055,Evaluación de Colesterol total,True,study,ENZIMÁTICO,2,30,serum,False,150.0
492,ECN-CAT-HEM-055,Evaluación de Leucocitos,True,study,IMPEDANCIA,9,90,blood,False,390.0
493,ECN-CAT-INM-055,Evaluación de Inmunoglobulina G,True,study,INMUNOENSAYO,16,135,serum,False,580.0
494,ECN-CAT-MIC-055,Evaluación de Exudado vaginal,True,study,CULTIVO,23,840,swab,False,780.0
495,ECN-CAT-COA-055,Evaluación de Dímero D,True,study,COAGULOMETRÍA,30,180,plasma,True,860.0
496,ECN-CAT-END-055,Evaluación de Triyodotironina total,True,study,INMUNOENSAYO,7,90,serum,False,430.0
497,ECN-CAT-URO-055,Evaluación de Creatinina en orina,True,study,TIRA REACTIVA,14,90,urine,False,500.0
498,ECN-CAT-MOL-055,Evaluación de Virus de hepatitis B,True,study,PCR,21,450,plasma,True,960.0
499,ECN-CAT-QC-056,Evaluación de Triglicéridos,True,study,ESPECTROFOTOMETRÍA,28,150,plasma,True,790.0
500,ECN-CAT-HEM-056,Evaluación de Plaquetas,True,study,CITOMETRÍA,5,120,blood,False,390.0
501,ECN-CAT-INM-056,Evaluación de Inmunoglobulina M,True,study,ELISA,12,150,serum,False,520.0
502,ECN-CAT-MIC-056,Evaluación de Exudado uretral,True,study,CULTIVO,19,825,swab,True,680.0
503,ECN-CAT-COA-056,Evaluación de INR,True,study,COAGULOMETRÍA,26,165,plasma,True,810.0
504,ECN-CAT-END-056,Evaluación de Insulina,True,study,QUIMIOLUMINISCENCIA,3,135,plasma,False,390.0
505,ECN-CAT-URO-056,Evaluación de Calcio en orina,True,study,MICROSCOPÍA,10,120,urine,False,420.0
506,ECN-CAT-MOL-056,Evaluación de Virus de hepatitis C,True,study,PCR,17,435,plasma,True,870.0
507,ECN-CAT-QC-057,Evaluación de Bilirrubina total,True,study,COLORIMETRÍA,24,135,serum,False,670.0
508,ECN-CAT-HEM-057,Evaluación de Reticulocitos,True,study,MICROSCOPÍA,1,75,blood,False,180.0
509,ECN-CAT-INM-057,Evaluación de Inmunoglobulina E,True,study,QUIMIOLUMINISCENCIA,8,165,serum,False,450.0
510,ECN-CAT-MIC-057,Evaluación de Hemocultivo,True,study,CULTIVO,15,795,blood,False,630.0
511,ECN-CAT-COA-057,Evaluación de Actividad de factor VIII,True,study,COAGULOMETRÍA,22,150,plasma,False,710.0
512,ECN-CAT-END-057,Evaluación de Cortisol,True,study,ELISA,29,210,serum,True,920.0
513,ECN-CAT-URO-057,Evaluación de Ácido úrico en orina,True,study,COLORIMETRÍA,6,60,urine,False,320.0
514,ECN-CAT-MOL-057,Evaluación de Virus de Epstein-Barr,True,study,PCR,13,420,blood,True,820.0
515,ECN-CAT-QC-058,Evaluación de Bilirrubina directa,True,study,ENZIMÁTICO,20,120,plasma,False,570.0
516,ECN-CAT-HEM-058,Evaluación de Volumen corpuscular medio,True,study,IMPEDANCIA,27,150,blood,True,760.0
517,ECN-CAT-INM-058,Evaluación de Complemento C3,True,study,INMUNOENSAYO,4,90,serum,False,290.0
518,ECN-CAT-MIC-058,Evaluación de Cultivo de esputo,True,study,CULTIVO,11,780,other,False,530.0
519,ECN-CAT-COA-058,Evaluación de Actividad de factor IX,True,study,COAGULOMETRÍA,18,135,plasma,False,610.0
520,ECN-CAT-END-058,Evaluación de Hormona adrenocorticotropa,True,study,INMUNOENSAYO,25,165,plasma,True,800.0
521,ECN-CAT-URO-058,Evaluación de Sodio en orina,True,study,TIRA REACTIVA,2,45,urine,False,250.0
522,ECN-CAT-MOL-058,Evaluación de Citomegalovirus,True,study,PCR,9,405,blood,True,720.0
523,ECN-CAT-QC-059,Evaluación de Alanina aminotransferasa,True,study,ESPECTROFOTOMETRÍA,16,120,serum,False,500.0
524,ECN-CAT-HEM-059,Evaluación de Hemoglobina corpuscular media,True,study,CITOMETRÍA,23,180,blood,False,760.0
525,ECN-CAT-INM-059,Evaluación de Complemento C4,True,study,ELISA,30,210,serum,True,930.0
526,ECN-CAT-MIC-059,Evaluación de Cultivo de heridas,True,study,CULTIVO,7,765,swab,False,430.0
527,ECN-CAT-COA-059,Evaluación de Actividad de factor XI,True,study,COAGULOMETRÍA,14,120,plasma,False,520.0
528,ECN-CAT-END-059,Evaluación de Hormona de crecimiento,True,study,QUIMIOLUMINISCENCIA,21,225,serum,False,810.0
529,ECN-CAT-URO-059,Evaluación de Potasio en orina,True,study,MICROSCOPÍA,28,195,urine,True,840.0
530,ECN-CAT-MOL-059,Evaluación de Virus herpes simple 1,True,study,PCR,5,390,swab,True,620.0
531,ECN-CAT-QC-060,Evaluación de Aspartato aminotransferasa,True,study,COLORIMETRÍA,12,90,plasma,False,380.0
532,ECN-CAT-HEM-060,Evaluación de Concentración media de hemoglobina,True,study,MICROSCOPÍA,19,150,blood,False,590.0
533,ECN-CAT-INM-060,Evaluación de Anticuerpos antinucleares,True,study,QUIMIOLUMINISCENCIA,26,225,serum,True,860.0
534,ECN-CAT-MIC-060,Evaluación de Cultivo de secreciones,True,study,CULTIVO,3,750,swab,True,340.0
535,ECN-CAT-COA-060,Evaluación de Actividad de factor XII,True,study,COAGULOMETRÍA,10,90,plasma,False,420.0
536,ECN-CAT-END-060,Evaluación de Prolactina,True,study,ELISA,17,180,plasma,False,680.0
537,ECN-CAT-URO-060,Evaluación de Cloro en orina,True,study,COLORIMETRÍA,24,135,urine,False,730.0
538,ECN-CAT-MOL-060,Evaluación de Virus herpes simple 2,True,study,PCR,1,375,swab,True,530.0
539,ECN-CAT-QC-061,Evaluación de Fosfatasa alcalina,True,study,ENZIMÁTICO,8,75,serum,False,320.0
540,ECN-CAT-HEM-061,Evaluación de Ancho de distribución eritrocitaria,True,study,IMPEDANCIA,15,105,blood,False,510.0
541,ECN-CAT-INM-061,Evaluación de Anticuerpos anti-DNA,True,study,INMUNOENSAYO,22,150,serum,False,710.0
542,ECN-CAT-MIC-061,Evaluación de Antibiograma,True,study,CULTIVO,29,855,other,True,900.0
543,ECN-CAT-COA-061,Evaluación de Antitrombina III,True,study,COAGULOMETRÍA,6,75,plasma,False,370.0
544,ECN-CAT-END-061,Evaluación de Hormona luteinizante,True,study,INMUNOENSAYO,13,135,serum,False,550.0
545,ECN-CAT-URO-061,Evaluación de Fósforo en orina,True,study,TIRA REACTIVA,20,105,urine,False,620.0
546,ECN-CAT-MOL-061,Evaluación de Chlamydia trachomatis,True,study,PCR,27,480,swab,True,1090.0
547,ECN-CAT-QC-062,Evaluación de Gamma glutamil transferasa,True,study,ESPECTROFOTOMETRÍA,4,60,plasma,False,250.0
548,ECN-CAT-HEM-062,Evaluación de Neutrófilos,True,study,CITOMETRÍA,11,135,blood,False,520.0
549,ECN-CAT-INM-062,Evaluación de Anticuerpos anticardiolipina,True,study,ELISA,18,180,serum,False,640.0
550,ECN-CAT-MIC-062,Evaluación de Tinción de Gram,True,study,MICROSCOPÍA,25,180,other,True,750.0
551,ECN-CAT-COA-062,Evaluación de Proteína C funcional,True,study,COAGULOMETRÍA,2,60,plasma,False,270.0
552,ECN-CAT-END-062,Evaluación de Hormona foliculoestimulante,True,study,QUIMIOLUMINISCENCIA,9,180,plasma,False,520.0
553,ECN-CAT-URO-062,Evaluación de Magnesio en orina,True,study,MICROSCOPÍA,16,135,urine,False,550.0
554,ECN-CAT-MOL-062,Evaluación de Neisseria gonorrhoeae,True,study,PCR,23,465,swab,True,1040.0
555,ECN-CAT-QC-063,Evaluación de Albúmina,True,study,COLORIMETRÍA,30,165,serum,True,800.0
556,ECN-CAT-HEM-063,Evaluación de Linfocitos,True,study,MICROSCOPÍA,7,105,blood,False,300.0
557,ECN-CAT-INM-063,Evaluación de Procalcitonina,True,study,QUIMIOLUMINISCENCIA,14,195,serum,False,570.0
558,ECN-CAT-MIC-063,Evaluación de Baciloscopía,True,study,MICROSCOPÍA,21,165,other,False,650.0
559,ECN-CAT-COA-063,Evaluación de Proteína S funcional,True,study,COAGULOMETRÍA,28,165,plasma,True,840.0
560,ECN-CAT-END-063,Evaluación de Estradiol,True,study,ELISA,5,135,serum,False,390.0
561,ECN-CAT-URO-063,Evaluación de Urea en orina,True,study,COLORIMETRÍA,12,75,urine,False,490.0
562,ECN-CAT-MOL-063,Evaluación de Mycobacterium tuberculosis,True,study,PCR,19,435,other,True,940.0
563,ECN-CAT-QC-064,Evaluación de Proteínas totales,True,study,ENZIMÁTICO,26,135,plasma,True,690.0
564,ECN-CAT-HEM-064,Evaluación de Monocitos,True,study,IMPEDANCIA,3,45,blood,False,220.0
565,ECN-CAT-INM-064,Evaluación de Ferritina,True,study,INMUNOENSAYO,10,120,serum,False,460.0
566,ECN-CAT-MIC-064,Evaluación de Búsqueda de hongos,True,study,MICROSCOPÍA,17,150,other,True,560.0
567,ECN-CAT-COA-064,Evaluación de Anticoagulante lúpico,True,study,COAGULOMETRÍA,24,150,plasma,False,740.0
568,ECN-CAT-END-064,Evaluación de Progesterona,True,study,INMUNOENSAYO,1,90,plasma,False,260.0
569,ECN-CAT-URO-064,Evaluación de Osmolalidad urinaria,True,study,TIRA REACTIVA,8,60,urine,False,380.0
570,ECN-CAT-MOL-064,Evaluación de Bordetella pertussis,True,study,PCR,15,450,swab,True,840.0
571,ECN-CAT-QC-065,Evaluación de Calcio,True,study,ESPECTROFOTOMETRÍA,22,135,serum,False,620.0
572,ECN-CAT-HEM-065,Evaluación de Eosinófilos,True,study,CITOMETRÍA,29,195,blood,True,930.0
573,ECN-CAT-INM-065,Evaluación de Troponina I,True,study,ELISA,6,135,serum,False,400.0
574,ECN-CAT-MIC-065,Evaluación de Coprológico,True,study,MICROSCOPÍA,13,120,stool,False,460.0
575,ECN-CAT-COA-065,Evaluación de Resistencia a proteína C activada,True,study,COAGULOMETRÍA,20,135,plasma,False,640.0
576,ECN-CAT-END-065,Evaluación de Testosterona total,True,study,QUIMIOLUMINISCENCIA,27,240,serum,True,930.0
577,ECN-CAT-URO-065,Evaluación de Depuración de creatinina,True,study,MICROSCOPÍA,4,90,urine,False,300.0
578,ECN-CAT-MOL-065,Evaluación de Parvovirus B19,True,study,PCR,11,435,blood,True,750.0
579,ECN-CAT-QC-066,Evaluación de Fósforo,True,study,COLORIMETRÍA,18,105,plasma,False,550.0
580,ECN-CAT-HEM-066,Evaluación de Basófilos,True,study,MICROSCOPÍA,25,165,blood,True,720.0
581,ECN-CAT-INM-066,Evaluación de Antígeno carcinoembrionario,True,study,QUIMIOLUMINISCENCIA,2,150,serum,False,330.0
582,ECN-CAT-MIC-066,Evaluación de Amiba en fresco,True,study,MICROSCOPÍA,9,105,stool,False,360.0
583,ECN-CAT-COA-066,Evaluación de Agregación plaquetaria,True,study,COAGULOMETRÍA,16,120,plasma,False,590.0
584,ECN-CAT-END-066,Evaluación de Testosterona libre,True,study,ELISA,23,195,plasma,False,800.0
585,ECN-CAT-URO-066,Evaluación de Sedimento urinario,True,study,COLORIMETRÍA,30,150,urine,True,860.0
586,ECN-CAT-MOL-066,Evaluación de Dengue por PCR,True,study,RT-PCR,7,345,blood,True,680.0
587,ECN-CAT-QC-067,Evaluación de Magnesio,True,study,ENZIMÁTICO,14,90,serum,False,450.0
588,ECN-CAT-HEM-067,Evaluación de Velocidad de sedimentación,True,study,IMPEDANCIA,21,120,blood,False,640.0
589,ECN-CAT-INM-067,Evaluación de Alfafetoproteína,True,study,INMUNOENSAYO,28,195,serum,True,830.0
590,ECN-CAT-MIC-067,Evaluación de Sangre oculta en heces,True,study,INMUNOCROMATOGRAFÍA,5,60,stool,False,350.0
591,ECN-CAT-COA-067,Evaluación de Tiempo de sangrado,True,study,COAGULOMETRÍA,12,120,plasma,False,490.0
592,ECN-CAT-END-067,Evaluación de Dehidroepiandrosterona,True,study,INMUNOENSAYO,19,150,serum,False,680.0
593,ECN-CAT-URO-067,Evaluación de Cetonas en orina,True,study,TIRA REACTIVA,26,135,urine,True,740.0
594,ECN-CAT-MOL-067,Evaluación de Zika por PCR,True,study,RT-PCR,3,330,blood,True,630.0
595,ECN-CAT-QC-068,Evaluación de Sodio,True,study,ESPECTROFOTOMETRÍA,10,90,plasma,False,380.0
596,ECN-CAT-HEM-068,Evaluación de Frotis de sangre periférica,True,study,CITOMETRÍA,17,150,blood,False,640.0
597,ECN-CAT-INM-068,Evaluación de CA 125,True,study,ELISA,24,210,serum,False,760.0
598,ECN-CAT-MIC-068,Evaluación de Rotavirus en heces,True,study,INMUNOCROMATOGRAFÍA,1,45,stool,True,250.0
599,ECN-CAT-COA-068,Evaluación de Tiempo de coagulación,True,study,COAGULOMETRÍA,8,105,plasma,False,400.0
600,ECN-CAT-END-068,Evaluación de Aldosterona,True,study,QUIMIOLUMINISCENCIA,15,195,plasma,False,640.0
601,ECN-CAT-URO-068,Evaluación de Hemoglobina en orina,True,study,MICROSCOPÍA,22,150,urine,False,720.0
602,ECN-CAT-MOL-068,Evaluación de Chikungunya por PCR,True,study,RT-PCR,29,435,blood,True,1190.0
603,ECN-CAT-QC-069,Evaluación de Potasio,True,study,COLORIMETRÍA,6,60,serum,False,260.0
604,ECN-CAT-HEM-069,Evaluación de Conteo diferencial,True,study,MICROSCOPÍA,13,120,blood,False,420.0
605,ECN-CAT-INM-069,Evaluación de CA 19-9,True,study,QUIMIOLUMINISCENCIA,20,225,serum,False,740.0
606,ECN-CAT-MIC-069,Evaluación de Adenovirus en heces,True,study,INMUNOCROMATOGRAFÍA,27,150,stool,True,820.0
607,ECN-CAT-COA-069,Evaluación de Productos de degradación de fibrina,True,study,COAGULOMETRÍA,4,90,plasma,False,300.0
608,ECN-CAT-END-069,Evaluación de Renina,True,study,ELISA,11,150,serum,False,510.0
609,ECN-CAT-URO-069,Evaluación de Nitritos en orina,True,study,COLORIMETRÍA,18,105,urine,False,610.0
610,ECN-CAT-MOL-069,Evaluación de Panel respiratorio molecular,True,study,RT-PCR,25,420,swab,True,1100.0
611,ECN-CAT-QC-070,Evaluación de Cloro,True,study,ENZIMÁTICO,2,30,plasma,False,150.0
612,ECN-CAT-HEM-070,Evaluación de Índice plaquetario,True,study,IMPEDANCIA,9,90,blood,False,390.0
613,ECN-CAT-INM-070,Evaluación de CA 15-3,True,study,INMUNOENSAYO,16,135,serum,False,590.0
614,ECN-CAT-MIC-070,Evaluación de Helicobacter pylori,True,study,INMUNOCROMATOGRAFÍA,23,135,stool,False,720.0
615,ECN-CAT-COA-070,Evaluación de Factor de von Willebrand,True,study,COAGULOMETRÍA,30,180,plasma,True,860.0
616,ECN-CAT-END-070,Evaluación de Paratohormona,True,study,INMUNOENSAYO,7,105,plasma,False,430.0
617,ECN-CAT-URO-070,Evaluación de Leucocitos en orina,True,study,TIRA REACTIVA,14,75,urine,False,500.0
618,ECN-CAT-MOL-070,Evaluación de Panel gastrointestinal molecular,True,study,RT-PCR,21,405,other,True,1000.0
619,ECN-CAT-QC-071,Evaluación de Hierro sérico,True,study,ESPECTROFOTOMETRÍA,28,150,serum,True,740.0
620,ECN-CAT-HEM-071,Evaluación de Morfología eritrocitaria,True,study,CITOMETRÍA,5,120,blood,False,400.0
621,ECN-CAT-INM-071,Evaluación de Antígeno prostático total,True,study,ELISA,12,150,serum,False,520.0
622,ECN-CAT-MIC-071,Evaluación de Clostridioides difficile,True,study,INMUNOCROMATOGRAFÍA,19,120,stool,False,620.0
623,ECN-CAT-COA-071,Evaluación de Mezcla de TTPa,True,study,COAGULOMETRÍA,26,165,plasma,True,810.0
624,ECN-CAT-END-071,Evaluación de Calcitonina,True,study,QUIMIOLUMINISCENCIA,3,150,serum,False,400.0
625,ECN-CAT-URO-071,Evaluación de Cristales en orina,True,study,MICROSCOPÍA,10,105,urine,False,430.0
626,ECN-CAT-MOL-071,Evaluación de Trombofilia hereditaria,True,study,PCR,17,450,blood,True,870.0
627,ECN-CAT-QC-072,Evaluación de Amilasa,True,study,COLORIMETRÍA,24,120,plasma,False,680.0
628,ECN-CAT-HEM-072,Evaluación de Morfología leucocitaria,True,study,MICROSCOPÍA,1,90,blood,False,180.0
629,ECN-CAT-INM-072,Evaluación de Antígeno prostático libre,True,study,QUIMIOLUMINISCENCIA,8,165,serum,False,450.0
630,ECN-CAT-MIC-072,Evaluación de Estreptococo del grupo A,True,study,INMUNOCROMATOGRAFÍA,15,90,swab,True,570.0
631,ECN-CAT-COA-072,Evaluación de Mezcla de TP,True,study,COAGULOMETRÍA,22,150,plasma,False,720.0
632,ECN-CAT-END-072,Evaluación de Péptido C,True,study,ELISA,29,225,plasma,True,930.0
633,ECN-CAT-URO-072,Evaluación de Cilindros urinarios,True,study,COLORIMETRÍA,6,75,urine,False,320.0
634,ECN-CAT-MOL-072,Evaluación de Mutación JAK2,True,study,PCR,13,435,blood,True,820.0
635,ECN-CAT-QC-073,Evaluación de Lipasa,True,study,ENZIMÁTICO,20,105,serum,False,570.0
636,ECN-CAT-HEM-073,Evaluación de Morfología plaquetaria,True,study,IMPEDANCIA,27,165,blood,True,760.0
637,ECN-CAT-INM-073,Evaluación de Serología para dengue,True,study,INMUNOENSAYO,4,90,serum,False,290.0
638,ECN-CAT-MIC-073,Evaluación de Salmonella,True,study,CULTIVO,11,765,stool,False,540.0
639,ECN-CAT-COA-073,Evaluación de Factor V,True,study,COAGULOMETRÍA,18,135,plasma,False,620.0
640,ECN-CAT-END-073,Evaluación de 17-hidroxiprogesterona,True,study,INMUNOENSAYO,25,165,serum,True,800.0
641,ECN-CAT-URO-073,Evaluación de Urobilinógeno en orina,True,study,TIRA REACTIVA,2,45,urine,False,260.0
642,ECN-CAT-MOL-073,Evaluación de BCR-ABL cuantitativo,True,study,PCR,9,405,blood,True,720.0
643,ECN-CAT-QC-074,Evaluación de Lactato deshidrogenasa,True,study,ESPECTROFOTOMETRÍA,16,105,plasma,False,500.0
644,ECN-CAT-HEM-074,Evaluación de Hemoparásitos,True,study,CITOMETRÍA,23,195,blood,False,760.0
645,ECN-CAT-INM-074,Evaluación de Serología para rubéola,True,study,ELISA,30,225,serum,True,940.0
646,ECN-CAT-MIC-074,Evaluación de Shigella,True,study,CULTIVO,7,750,stool,False,440.0
647,ECN-CAT-COA-074,Evaluación de Factor VII,True,study,COAGULOMETRÍA,14,120,plasma,False,520.0
648,ECN-CAT-END-074,Evaluación de Hormona antimülleriana,True,study,QUIMIOLUMINISCENCIA,21,210,plasma,False,760.0
649,ECN-CAT-URO-074,Evaluación de Bilirrubina en orina,True,study,MICROSCOPÍA,28,195,urine,True,840.0
650,ECN-CAT-MOL-074,Evaluación de HLA-B27,True,study,PCR,5,390,blood,True,630.0
651,ECN-CAT-QC-075,Evaluación de Hemoglobina glucosilada,True,study,COLORIMETRÍA,12,75,blood,False,380.0
652,ECN-CAT-HEM-075,Evaluación de Prueba de falciformación,True,study,MICROSCOPÍA,19,150,blood,False,600.0
653,ECN-CAT-INM-075,Evaluación de Serología para toxoplasma,True,study,QUIMIOLUMINISCENCIA,26,240,serum,True,870.0
654,ECN-CAT-MIC-075,Evaluación de Candida albicans,True,study,CULTIVO,3,750,swab,False,340.0
655,ECN-CAT-COA-075,Evaluación de Factor X,True,study,COAGULOMETRÍA,10,105,plasma,False,420.0
656,ECN-CAT-END-075,Evaluación de Somatomedina C,True,study,ELISA,17,165,serum,False,680.0
657,ECN-CAT-URO-075,Evaluación de Relación albúmina creatinina,True,study,COLORIMETRÍA,24,135,urine,False,740.0
658,ECN-CAT-MOL-075,Evaluación de Carga viral cuantitativa,True,study,PCR,1,375,plasma,True,530.0
659,ECN-CAT-QC-076,Control de Glucosa,True,study,ENZIMÁTICO,8,60,plasma,False,270.0
660,ECN-CAT-HEM-076,Control de Biometría hemática,True,study,IMPEDANCIA,15,105,blood,False,520.0
661,ECN-CAT-INM-076,Control de Proteína C reactiva,True,study,INMUNOENSAYO,22,165,serum,False,710.0
662,ECN-CAT-MIC-076,Control de Urocultivo,True,study,CULTIVO,29,855,urine,True,900.0
663,ECN-CAT-COA-076,Control de Tiempo de protrombina,True,study,COAGULOMETRÍA,6,90,plasma,False,370.0
664,ECN-CAT-END-076,Control de Hormona estimulante de tiroides,True,study,INMUNOENSAYO,13,120,plasma,False,560.0
665,ECN-CAT-URO-076,Control de Examen general de orina,True,study,TIRA REACTIVA,20,120,urine,False,620.0
666,ECN-CAT-MOL-076,Control de Detección molecular de SARS-CoV-2,True,study,RT-PCR,27,420,swab,True,1120.0
667,ECN-CAT-QC-077,Control de Urea,True,study,ESPECTROFOTOMETRÍA,4,45,serum,False,260.0
668,ECN-CAT-HEM-077,Control de Hemoglobina,True,study,CITOMETRÍA,11,135,blood,False,520.0
669,ECN-CAT-INM-077,Control de Factor reumatoide,True,study,ELISA,18,165,serum,False,640.0
670,ECN-CAT-MIC-077,Control de Coprocultivo,True,study,CULTIVO,25,840,stool,True,800.0
671,ECN-CAT-COA-077,Control de Tiempo de tromboplastina parcial,True,study,COAGULOMETRÍA,2,75,plasma,False,280.0
672,ECN-CAT-END-077,Control de Tiroxina libre,True,study,QUIMIOLUMINISCENCIA,9,165,serum,False,520.0
673,ECN-CAT-URO-077,Control de Microalbúmina en orina,True,study,MICROSCOPÍA,16,150,urine,False,550.0
674,ECN-CAT-MOL-077,Control de Virus de influenza A,True,study,RT-PCR,23,405,swab,True,1070.0
675,ECN-CAT-QC-078,Control de Creatinina,True,study,COLORIMETRÍA,30,165,plasma,True,800.0
676,ECN-CAT-HEM-078,Control de Hematocrito,True,study,MICROSCOPÍA,7,105,blood,False,300.0
677,ECN-CAT-INM-078,Control de Antiestreptolisinas O,True,study,QUIMIOLUMINISCENCIA,14,180,serum,False,570.0
678,ECN-CAT-MIC-078,Control de Exudado faríngeo,True,study,CULTIVO,21,825,swab,False,760.0
679,ECN-CAT-COA-078,Control de Tiempo de trombina,True,study,COAGULOMETRÍA,28,165,plasma,True,840.0
680,ECN-CAT-END-078,Control de Tiroxina total,True,study,ELISA,5,120,plasma,False,390.0
681,ECN-CAT-URO-078,Control de Proteínas en orina,True,study,COLORIMETRÍA,12,90,urine,False,490.0
682,ECN-CAT-MOL-078,Control de Virus de influenza B,True,study,RT-PCR,19,390,swab,True,980.0
683,ECN-CAT-QC-079,Control de Ácido úrico,True,study,ENZIMÁTICO,26,150,serum,True,690.0
684,ECN-CAT-HEM-079,Control de Eritrocitos,True,study,IMPEDANCIA,3,60,blood,False,220.0
685,ECN-CAT-INM-079,Control de Inmunoglobulina A,True,study,INMUNOENSAYO,10,105,serum,False,470.0
686,ECN-CAT-MIC-079,Control de Exudado nasal,True,study,CULTIVO,17,810,swab,False,660.0
687,ECN-CAT-COA-079,Control de Fibrinógeno,True,study,COAGULOMETRÍA,24,150,plasma,False,740.0
688,ECN-CAT-END-079,Control de Triyodotironina libre,True,study,INMUNOENSAYO,1,75,serum,False,260.0
689,ECN-CAT-URO-079,Control de Glucosa en orina,True,study,TIRA REACTIVA,8,60,urine,False,380.0
690,ECN-CAT-MOL-079,Control de Virus del papiloma humano,True,study,PCR,15,435,swab,True,850.0
691,ECN-CAT-QC-080,Control de Colesterol total,True,study,ESPECTROFOTOMETRÍA,22,135,plasma,False,620.0
692,ECN-CAT-HEM-080,Control de Leucocitos,True,study,CITOMETRÍA,29,210,blood,True,940.0
693,ECN-CAT-INM-080,Control de Inmunoglobulina G,True,study,ELISA,6,120,serum,False,400.0
694,ECN-CAT-MIC-080,Control de Exudado vaginal,True,study,CULTIVO,13,795,swab,True,560.0
695,ECN-CAT-COA-080,Control de Dímero D,True,study,COAGULOMETRÍA,20,135,plasma,False,640.0
696,ECN-CAT-END-080,Control de Triyodotironina total,True,study,QUIMIOLUMINISCENCIA,27,255,plasma,True,940.0
697,ECN-CAT-URO-080,Control de Creatinina en orina,True,study,MICROSCOPÍA,4,90,urine,False,310.0
698,ECN-CAT-MOL-080,Control de Virus de hepatitis B,True,study,PCR,11,420,plasma,True,750.0
699,ECN-CAT-QC-081,Control de Triglicéridos,True,study,COLORIMETRÍA,18,120,serum,False,510.0
700,ECN-CAT-HEM-081,Control de Plaquetas,True,study,MICROSCOPÍA,25,180,blood,True,720.0
701,ECN-CAT-INM-081,Control de Inmunoglobulina M,True,study,QUIMIOLUMINISCENCIA,2,135,serum,False,330.0
702,ECN-CAT-MIC-081,Control de Exudado uretral,True,study,CULTIVO,9,780,swab,False,460.0
703,ECN-CAT-COA-081,Control de INR,True,study,COAGULOMETRÍA,16,120,plasma,False,600.0
704,ECN-CAT-END-081,Control de Insulina,True,study,ELISA,23,210,serum,False,810.0
705,ECN-CAT-URO-081,Control de Calcio en orina,True,study,COLORIMETRÍA,30,150,urine,True,860.0
706,ECN-CAT-MOL-081,Control de Virus de hepatitis C,True,study,PCR,7,390,plasma,True,650.0
707,ECN-CAT-QC-082,Control de Bilirrubina total,True,study,ENZIMÁTICO,14,90,plasma,False,450.0
708,ECN-CAT-HEM-082,Control de Reticulocitos,True,study,IMPEDANCIA,21,120,blood,False,640.0
709,ECN-CAT-INM-082,Control de Inmunoglobulina E,True,study,INMUNOENSAYO,28,180,serum,True,830.0
710,ECN-CAT-MIC-082,Control de Hemocultivo,True,study,CULTIVO,5,765,blood,False,360.0
711,ECN-CAT-COA-082,Control de Actividad de factor VIII,True,study,COAGULOMETRÍA,12,105,plasma,False,500.0
712,ECN-CAT-END-082,Control de Cortisol,True,study,INMUNOENSAYO,19,165,plasma,False,680.0
713,ECN-CAT-URO-082,Control de Ácido úrico en orina,True,study,TIRA REACTIVA,26,135,urine,True,750.0
714,ECN-CAT-MOL-082,Control de Virus de Epstein-Barr,True,study,PCR,3,375,blood,True,600.0
715,ECN-CAT-QC-083,Control de Bilirrubina directa,True,study,ESPECTROFOTOMETRÍA,10,90,serum,False,380.0
716,ECN-CAT-HEM-083,Control de Volumen corpuscular medio,True,study,CITOMETRÍA,17,150,blood,False,640.0
717,ECN-CAT-INM-083,Control de Complemento C3,True,study,ELISA,24,210,serum,False,760.0
718,ECN-CAT-MIC-083,Control de Cultivo de esputo,True,study,CULTIVO,1,735,other,False,320.0
719,ECN-CAT-COA-083,Control de Actividad de factor IX,True,study,COAGULOMETRÍA,8,90,plasma,False,400.0
720,ECN-CAT-END-083,Control de Hormona adrenocorticotropa,True,study,QUIMIOLUMINISCENCIA,15,195,serum,False,640.0
